ShipmentID,ShipmentDate,PlannedArrivalDate,ActualArrivalDate,PlannedDuration,ActualDuration,DeliveryVariance,OnTimeDeliveryFlag,TotalWeight,TotalVolume,TotalPackages,ShipmentValue,ShipmentSize,ValueCategory,Season,Month,Year,CustomerKey,OriginLocationKey,DestinationLocationKey,FreightTypeKey
8072,2019-09-28 00:00:00.000,2019-09-30,,2.0,,,0,23.0,0.0,3,136650.64,Small,Low,Fall,9,2019,214,5038,6602,1
8073,2019-09-28 00:00:00.000,2019-09-30,,2.0,,,0,1632.0,0.0,144,136650.64,Small,Low,Fall,9,2019,214,5038,6602,1
8061,2019-09-28 00:00:00.000,2019-09-30,,2.0,,,0,273.0,0.0,9,136650.64,Small,Low,Fall,9,2019,214,5038,6602,1
8062,2019-09-28 00:00:00.000,2019-09-30,,2.0,,,0,16.0,0.0,2,136650.64,Small,Low,Fall,9,2019,214,5038,6602,1
8063,2019-09-28 00:00:00.000,2019-09-30,,2.0,,,0,12.0,0.0,3,136650.64,Small,Low,Fall,9,2019,214,5038,6602,1
8064,2019-09-28 00:00:00.000,2019-09-30,,2.0,,,0,859.0,0.0,103,136650.64,Small,Low,Fall,9,2019,214,5038,6602,1
8065,2019-09-28 00:00:00.000,2019-09-30,,2.0,,,0,21.0,0.0,3,136650.64,Small,Low,Fall,9,2019,214,5038,6602,1
8066,2019-09-28 00:00:00.000,2019-09-30,,2.0,,,0,1002.0,0.0,72,136650.64,Small,Low,Fall,9,2019,214,5038,6602,1
8055,2019-09-28 00:00:00.000,2019-09-30,,2.0,,,0,1111.0,0.0,98,205579.96,Small,Low,Fall,9,2019,214,5038,6602,1
8056,2019-09-28 00:00:00.000,2019-09-30,,2.0,,,0,3893.0,0.0,212,205579.96,Small,Low,Fall,9,2019,214,5038,6602,1
8057,2019-09-28 00:00:00.000,2019-09-30,,2.0,,,0,766.0,0.0,65,205579.96,Small,Low,Fall,9,2019,214,5038,6602,1
8058,2019-09-28 00:00:00.000,2019-09-30,,2.0,,,0,173.0,0.0,18,205579.96,Small,Low,Fall,9,2019,214,5038,6602,1
8059,2019-09-28 00:00:00.000,2019-09-30,,2.0,,,0,959.0,0.0,2,136650.64,Small,Low,Fall,9,2019,214,5038,6602,1
8060,2019-09-28 00:00:00.000,2019-09-30,,2.0,,,0,126.0,0.0,2,136650.64,Small,Low,Fall,9,2019,214,5038,6602,1
7985,2019-09-25 00:00:00.000,2019-09-27,,2.0,,,0,2009.0,0.0,135,212219.6,Small,Low,Fall,9,2019,214,5038,6602,1
7986,2019-09-25 00:00:00.000,2019-09-27,,2.0,,,0,4467.0,0.0,274,212219.6,Small,Low,Fall,9,2019,214,5038,6602,1
7987,2019-09-25 00:00:00.000,2019-09-27,,2.0,,,0,199.0,0.0,17,212219.6,Small,Low,Fall,9,2019,214,5038,6602,1
757,2019-09-28 00:00:00.000,2019-09-30,,2.0,,,0,78.0,0.0,6,205579.96,Small,Low,Fall,9,2019,214,5038,6602,1
8053,2019-09-28 00:00:00.000,2019-09-30,,2.0,,,0,1253.0,0.0,136,205579.96,Small,Low,Fall,9,2019,214,5038,6602,1
8054,2019-09-28 00:00:00.000,2019-09-30,,2.0,,,0,1269.0,0.0,96,205579.96,Small,Low,Fall,9,2019,214,5038,6602,1
7979,2019-09-25 00:00:00.000,2019-09-27,,2.0,,,0,2783.0,0.0,257,141399.6,Small,Low,Fall,9,2019,214,5038,6602,1
7980,2019-09-25 00:00:00.000,2019-09-27,,2.0,,,0,378.0,0.0,27,141399.6,Small,Low,Fall,9,2019,214,5038,6602,1
7981,2019-09-25 00:00:00.000,2019-09-27,,2.0,,,0,2556.0,0.0,179,141399.6,Small,Low,Fall,9,2019,214,5038,6602,1
7982,2019-09-25 00:00:00.000,2019-09-27,,2.0,,,0,8.0,0.0,4,141399.6,Small,Low,Fall,9,2019,214,5038,6602,1
7915,2019-09-25 00:00:00.000,2019-09-27,,2.0,,,0,994.0,0.0,64,212219.6,Small,Low,Fall,9,2019,214,5038,6602,1
7984,2019-09-25 00:00:00.000,2019-09-27,,2.0,,,0,508.0,0.0,46,212219.6,Small,Low,Fall,9,2019,214,5038,6602,1
7855,2019-09-18 00:00:00.000,2019-09-20,,2.0,,,0,599.0,0.0,38,141315.74,Small,Low,Fall,9,2019,214,5038,6602,1
7856,2019-09-18 00:00:00.000,2019-09-20,,2.0,,,0,2409.0,0.0,177,141315.74,Small,Low,Fall,9,2019,214,5038,6602,1
7975,2019-09-25 00:00:00.000,2019-09-27,,2.0,,,0,93.0,0.0,9,141399.6,Small,Low,Fall,9,2019,214,5038,6602,1
7976,2019-09-25 00:00:00.000,2019-09-27,,2.0,,,0,1450.0,0.0,140,141399.6,Small,Low,Fall,9,2019,214,5038,6602,1
7977,2019-09-25 00:00:00.000,2019-09-27,,2.0,,,0,850.0,0.0,71,141399.6,Small,Low,Fall,9,2019,214,5038,6602,1
7978,2019-09-25 00:00:00.000,2019-09-27,,2.0,,,0,104.0,0.0,8,141399.6,Small,Low,Fall,9,2019,214,5038,6602,1
7877,2019-09-18 00:00:00.000,2019-09-20,,2.0,,,0,2307.0,0.0,223,145875.29,Small,Low,Fall,9,2019,214,5038,6602,1
7878,2019-09-18 00:00:00.000,2019-09-20,,2.0,,,0,2307.0,0.0,223,145875.29,Small,Low,Fall,9,2019,214,5038,6602,1
7879,2019-09-18 00:00:00.000,2019-09-20,,2.0,,,0,2185.0,0.0,195,145875.29,Small,Low,Fall,9,2019,214,5038,6602,1
7808,2019-09-18 00:00:00.000,2019-09-20,,2.0,,,0,169.0,0.0,23,141315.74,Small,Low,Fall,9,2019,214,5038,6602,1
7853,2019-09-18 00:00:00.000,2019-09-20,,2.0,,,0,2707.0,0.0,179,141315.74,Small,Low,Fall,9,2019,214,5038,6602,1
7854,2019-09-18 00:00:00.000,2019-09-20,,2.0,,,0,227.0,0.0,19,141315.74,Small,Low,Fall,9,2019,214,5038,6602,1
7871,2019-09-18 00:00:00.000,2019-09-20,,2.0,,,0,4401.0,0.0,258,157635.75,Small,Low,Fall,9,2019,214,5038,6602,1
7872,2019-09-18 00:00:00.000,2019-09-20,,2.0,,,0,2658.0,0.0,222,145875.29,Small,Low,Fall,9,2019,214,5038,6602,1
7873,2019-09-18 00:00:00.000,2019-09-20,,2.0,,,0,211.0,0.0,15,145875.29,Small,Low,Fall,9,2019,214,5038,6602,1
7874,2019-09-18 00:00:00.000,2019-09-20,,2.0,,,0,98.0,0.0,10,145875.29,Small,Low,Fall,9,2019,214,5038,6602,1
7875,2019-09-18 00:00:00.000,2019-09-20,,2.0,,,0,1127.0,0.0,80,145875.29,Small,Low,Fall,9,2019,214,5038,6602,1
7876,2019-09-18 00:00:00.000,2019-09-20,,2.0,,,0,5.0,0.0,2,145875.29,Small,Low,Fall,9,2019,214,5038,6602,1
7753,2019-09-11 00:00:00.000,2019-09-13,,2.0,,,0,1046.0,8.0,76,180068.51,Small,Low,Fall,9,2019,214,1976,6602,1
7754,2019-09-11 00:00:00.000,2019-09-13,,2.0,,,0,86.0,0.81,9,180068.51,Small,Low,Fall,9,2019,214,1976,6602,1
7755,2019-09-11 00:00:00.000,2019-09-13,,2.0,,,0,198.0,1.48,15,180068.51,Small,Low,Fall,9,2019,214,1976,6602,1
7756,2019-09-11 00:00:00.000,2019-09-13,,2.0,,,0,1148.0,10.87,113,180068.51,Small,Low,Fall,9,2019,214,1976,6602,1
7757,2019-09-11 00:00:00.000,2019-09-13,,2.0,,,0,3579.0,23.81,206,180068.51,Small,Low,Fall,9,2019,214,1976,6602,1
7837,2019-09-18 00:00:00.000,2019-09-20,,2.0,,,0,1286.0,0.0,82,157635.75,Small,Low,Fall,9,2019,214,5038,6602,1
7666,2019-09-04 00:00:00.000,2019-09-06,,2.0,,,0,16.0,0.0,4,264472.92,Small,Low,Fall,9,2019,214,5038,6602,1
7667,2019-09-04 00:00:00.000,2019-09-06,,2.0,,,0,3664.0,0.0,218,264472.92,Small,Low,Fall,9,2019,214,5038,6602,1
7668,2019-09-04 00:00:00.000,2019-09-06,,2.0,,,0,3048.0,0.0,187,264472.92,Small,Low,Fall,9,2019,214,5038,6602,1
7669,2019-09-04 00:00:00.000,2019-09-06,,2.0,,,0,126.0,0.0,2,264472.92,Small,Low,Fall,9,2019,214,5038,6602,1
7569,2019-09-11 00:00:00.000,2019-09-13,,2.0,,,0,1618.0,11.61,130,180068.51,Small,Low,Fall,9,2019,214,1976,6602,1
7752,2019-09-11 00:00:00.000,2019-09-13,,2.0,,,0,131.0,1.23,12,180068.51,Small,Low,Fall,9,2019,214,1976,6602,1
7576,2019-08-28 00:00:00.000,2019-08-30,,2.0,,,0,23.0,0.0,4,129827.61,Small,Low,Summer,8,2019,214,5038,6602,1
7577,2019-08-28 00:00:00.000,2019-08-30,,2.0,,,0,60.0,0.0,5,129827.61,Small,Low,Summer,8,2019,214,5038,6602,1
7609,2019-09-04 00:00:00.000,2019-09-06,,2.0,,,0,4966.0,0.0,398,264472.92,Small,Low,Fall,9,2019,214,5038,6602,1
7617,2019-09-04 00:00:00.000,2019-09-06,,2.0,,,0,1047.0,0.0,62,264472.92,Small,Low,Fall,9,2019,214,5038,6602,1
7664,2019-09-04 00:00:00.000,2019-09-06,,2.0,,,0,216.0,0.0,20,264472.92,Small,Low,Fall,9,2019,214,5038,6602,1
7665,2019-09-04 00:00:00.000,2019-09-06,,2.0,,,0,111.0,0.0,10,264472.92,Small,Low,Fall,9,2019,214,5038,6602,1
7571,2019-08-28 00:00:00.000,2019-08-30,,2.0,,,0,3258.0,0.0,180,173021.77,Small,Low,Summer,8,2019,214,5038,6602,1
7572,2019-08-28 00:00:00.000,2019-08-30,,2.0,,,0,4096.0,0.0,244,173021.77,Small,Low,Summer,8,2019,214,5038,6602,1
7556,2019-08-28 00:00:00.000,2019-08-30,,2.0,,,0,5204.0,0.0,413,129827.61,Small,Low,Summer,8,2019,214,5038,6602,1
7573,2019-08-28 00:00:00.000,2019-08-30,,2.0,,,0,1276.0,0.0,118,129827.61,Small,Low,Summer,8,2019,214,5038,6602,1
7574,2019-08-28 00:00:00.000,2019-08-30,,2.0,,,0,240.0,0.0,20,129827.61,Small,Low,Summer,8,2019,214,5038,6602,1
7575,2019-08-28 00:00:00.000,2019-08-30,,2.0,,,0,1089.0,0.0,102,129827.61,Small,Low,Summer,8,2019,214,5038,6602,1
7554,2019-08-26 00:00:00.000,2019-08-28,,2.0,,,0,10218.0,0.0,754,170131.8,Small,Low,Summer,8,2019,214,5038,6602,1
7564,2019-08-28 00:00:00.000,2019-08-30,,2.0,,,0,475.0,0.0,50,157274.34,Small,Low,Summer,8,2019,214,5038,6602,1
7565,2019-08-28 00:00:00.000,2019-08-30,,2.0,,,0,957.0,0.0,72,157274.34,Small,Low,Summer,8,2019,214,5038,6602,1
7566,2019-08-28 00:00:00.000,2019-08-30,,2.0,,,0,133.0,0.0,11,157274.34,Small,Low,Summer,8,2019,214,5038,6602,1
7567,2019-08-28 00:00:00.000,2019-08-30,,2.0,,,0,387.0,0.0,27,157274.34,Small,Low,Summer,8,2019,214,5038,6602,1
7568,2019-08-28 00:00:00.000,2019-08-30,,2.0,,,0,5067.0,0.0,351,157274.34,Small,Low,Summer,8,2019,214,5038,6602,1
7472,2019-08-21 00:00:00.000,2019-08-23,,2.0,,,0,1516.0,0.0,102,302094.27,Small,Low,Summer,8,2019,214,5038,6602,1
7473,2019-08-21 00:00:00.000,2019-08-23,,2.0,,,0,33.0,0.0,6,302094.27,Small,Low,Summer,8,2019,214,5038,6602,1
7474,2019-08-21 00:00:00.000,2019-08-23,,2.0,,,0,722.0,0.0,53,302094.27,Small,Low,Summer,8,2019,214,5038,6602,1
7475,2019-08-21 00:00:00.000,2019-08-23,,2.0,,,0,3941.0,0.0,252,302094.27,Small,Low,Summer,8,2019,214,5038,6602,1
7497,2019-08-26 00:00:00.000,2019-08-28,,2.0,,,0,10218.0,0.0,754,170131.8,Small,Low,Summer,8,2019,214,5038,6602,1
7498,2019-08-26 00:00:00.000,2019-08-28,,2.0,,,0,10218.0,0.0,754,170131.8,Small,Low,Summer,8,2019,214,5038,6602,1
7462,2019-08-21 00:00:00.000,2019-08-23,,2.0,,,0,81.0,0.0,8,94533.69,Small,Low,Summer,8,2019,214,5038,6602,1
7463,2019-08-21 00:00:00.000,2019-08-23,,2.0,,,0,1363.0,0.0,93,94533.69,Small,Low,Summer,8,2019,214,5038,6602,1
7464,2019-08-21 00:00:00.000,2019-08-23,,2.0,,,0,921.0,0.0,90,94533.69,Small,Low,Summer,8,2019,214,5038,6602,1
7469,2019-08-21 00:00:00.000,2019-08-23,,2.0,,,0,227.0,0.0,22,302094.27,Small,Low,Summer,8,2019,214,5038,6602,1
7470,2019-08-21 00:00:00.000,2019-08-23,,2.0,,,0,3710.0,0.0,196,302094.27,Small,Low,Summer,8,2019,214,5038,6602,1
7471,2019-08-21 00:00:00.000,2019-08-23,,2.0,,,0,858.0,0.0,52,302094.27,Small,Low,Summer,8,2019,214,5038,6602,1
7442,2019-08-17 00:00:00.000,2019-08-19,,2.0,,,0,82.0,0.0,7,102072.92,Small,Low,Summer,8,2019,214,5038,6602,1
7444,2019-08-17 00:00:00.000,2019-08-19,,2.0,,,0,1746.0,0.0,172,102072.92,Small,Low,Summer,8,2019,214,5038,6602,1
7385,2019-08-21 00:00:00.000,2019-08-23,,2.0,,,0,2166.0,0.0,196,94533.69,Small,Low,Summer,8,2019,214,5038,6602,1
7443,2019-08-21 00:00:00.000,2019-08-23,,2.0,,,0,22.0,0.0,4,94533.69,Small,Low,Summer,8,2019,214,5038,6602,1
7460,2019-08-21 00:00:00.000,2019-08-23,,2.0,,,0,576.0,0.0,32,94533.69,Small,Low,Summer,8,2019,214,5038,6602,1
7461,2019-08-21 00:00:00.000,2019-08-23,,2.0,,,0,1148.0,0.0,97,94533.69,Small,Low,Summer,8,2019,214,5038,6602,1
7436,2019-08-17 00:00:00.000,2019-08-19,,2.0,,,0,635.0,0.0,40,102072.92,Small,Low,Summer,8,2019,214,5038,6602,1
7437,2019-08-17 00:00:00.000,2019-08-19,,2.0,,,0,892.0,0.0,86,102072.92,Small,Low,Summer,8,2019,214,5038,6602,1
7438,2019-08-17 00:00:00.000,2019-08-19,,2.0,,,0,605.0,0.0,64,102072.92,Small,Low,Summer,8,2019,214,5038,6602,1
7439,2019-08-17 00:00:00.000,2019-08-19,,2.0,,,0,6.0,0.0,2,102072.92,Small,Low,Summer,8,2019,214,5038,6602,1
7440,2019-08-17 00:00:00.000,2019-08-19,,2.0,,,0,133.0,0.0,11,102072.92,Small,Low,Summer,8,2019,214,5038,6602,1
7441,2019-08-17 00:00:00.000,2019-08-19,,2.0,,,0,1618.0,0.0,117,102072.92,Small,Low,Summer,8,2019,214,5038,6602,1
7432,2019-08-17 00:00:00.000,2019-08-19,,2.0,,,0,2994.0,0.0,200,214996.76,Small,Low,Summer,8,2019,214,5038,6602,1
7433,2019-08-17 00:00:00.000,2019-08-19,,2.0,,,0,2956.0,0.0,159,214996.76,Small,Low,Summer,8,2019,214,5038,6602,1
7434,2019-08-17 00:00:00.000,2019-08-19,,2.0,,,0,2956.0,0.0,159,214996.76,Small,Low,Summer,8,2019,214,5038,6602,1
7435,2019-08-17 00:00:00.000,2019-08-19,,2.0,,,0,2516.0,0.0,221,214996.76,Small,Low,Summer,8,2019,214,5038,6602,1
7339,2019-08-17 00:00:00.000,2019-08-19,,2.0,,,0,31.0,0.0,4,102072.92,Small,Low,Summer,8,2019,214,5038,6602,1
7398,2019-08-17 00:00:00.000,2019-08-19,,2.0,,,0,132.0,0.0,12,102072.92,Small,Low,Summer,8,2019,214,5038,6602,1
7416,2019-08-14 00:00:00.000,2019-08-16,,2.0,,,0,660.0,0.0,80,135288.6,Small,Low,Summer,8,2019,214,5038,6602,1
7417,2019-08-14 00:00:00.000,2019-08-16,,2.0,,,0,91.0,0.0,10,135288.6,Small,Low,Summer,8,2019,214,5038,6602,1
7418,2019-08-14 00:00:00.000,2019-08-16,,2.0,,,0,83.0,0.0,7,135288.6,Small,Low,Summer,8,2019,214,5038,6602,1
7429,2019-08-17 00:00:00.000,2019-08-19,,2.0,,,0,65.0,0.0,8,214996.76,Small,Low,Summer,8,2019,214,5038,6602,1
7430,2019-08-17 00:00:00.000,2019-08-19,,2.0,,,0,219.0,0.0,19,214996.76,Small,Low,Summer,8,2019,214,5038,6602,1
7431,2019-08-17 00:00:00.000,2019-08-19,,2.0,,,0,968.0,0.0,80,214996.76,Small,Low,Summer,8,2019,214,5038,6602,1
7410,2019-08-14 00:00:00.000,2019-08-16,,2.0,,,0,227.0,0.0,14,257693.8,Small,Low,Summer,8,2019,214,5038,6602,1
7411,2019-08-14 00:00:00.000,2019-08-16,,2.0,,,0,111.0,0.0,9,257693.8,Small,Low,Summer,8,2019,214,5038,6602,1
7412,2019-08-14 00:00:00.000,2019-08-16,,2.0,,,0,1281.0,0.0,78,257693.8,Small,Low,Summer,8,2019,214,5038,6602,1
7413,2019-08-14 00:00:00.000,2019-08-16,,2.0,,,0,5728.0,0.0,472,135288.6,Small,Low,Summer,8,2019,214,5038,6602,1
7414,2019-08-14 00:00:00.000,2019-08-16,,2.0,,,0,1465.0,0.0,132,135288.6,Small,Low,Summer,8,2019,214,5038,6602,1
7415,2019-08-14 00:00:00.000,2019-08-16,,2.0,,,0,229.0,0.0,16,135288.6,Small,Low,Summer,8,2019,214,5038,6602,1
7393,2019-08-09 00:00:00.000,2019-08-12,,3.0,,,0,650.0,0.0,45,188436.16,Small,Low,Summer,8,2019,214,5038,6602,1
7394,2019-08-09 00:00:00.000,2019-08-12,,3.0,,,0,1221.0,0.0,84,188436.16,Small,Low,Summer,8,2019,214,5038,6602,1
7405,2019-08-14 00:00:00.000,2019-08-16,,2.0,,,0,287.0,0.0,32,257693.8,Small,Low,Summer,8,2019,214,5038,6602,1
7406,2019-08-14 00:00:00.000,2019-08-16,,2.0,,,0,5425.0,0.0,336,257693.8,Small,Low,Summer,8,2019,214,5038,6602,1
7408,2019-08-14 00:00:00.000,2019-08-16,,2.0,,,0,566.0,0.0,32,257693.8,Small,Low,Summer,8,2019,214,5038,6602,1
7409,2019-08-14 00:00:00.000,2019-08-16,,2.0,,,0,2811.0,0.0,156,257693.8,Small,Low,Summer,8,2019,214,5038,6602,1
7387,2019-08-09 00:00:00.000,2019-08-12,,3.0,,,0,714.0,0.0,75,56616.46,Small,Low,Summer,8,2019,214,5038,6602,1
7388,2019-08-09 00:00:00.000,2019-08-12,,3.0,,,0,339.0,0.0,33,188436.16,Small,Low,Summer,8,2019,214,5038,6602,1
7389,2019-08-09 00:00:00.000,2019-08-12,,3.0,,,0,442.0,0.0,29,188436.16,Small,Low,Summer,8,2019,214,5038,6602,1
7390,2019-08-09 00:00:00.000,2019-08-12,,3.0,,,0,848.0,0.0,73,188436.16,Small,Low,Summer,8,2019,214,5038,6602,1
7391,2019-08-09 00:00:00.000,2019-08-12,,3.0,,,0,2522.0,0.0,140,188436.16,Small,Low,Summer,8,2019,214,5038,6602,1
7392,2019-08-09 00:00:00.000,2019-08-12,,3.0,,,0,50.0,0.0,6,188436.16,Small,Low,Summer,8,2019,214,5038,6602,1
7380,2019-08-09 00:00:00.000,2019-08-12,,3.0,,,0,2521.0,0.0,5,56616.46,Small,Low,Summer,8,2019,214,5038,6602,1
7381,2019-08-09 00:00:00.000,2019-08-12,,3.0,,,0,137.0,0.0,12,56616.46,Small,Low,Summer,8,2019,214,5038,6602,1
7382,2019-08-09 00:00:00.000,2019-08-12,,3.0,,,0,402.0,0.0,40,56616.46,Small,Low,Summer,8,2019,214,5038,6602,1
7383,2019-08-09 00:00:00.000,2019-08-12,,3.0,,,0,1342.0,0.0,110,56616.46,Small,Low,Summer,8,2019,214,5038,6602,1
7384,2019-08-09 00:00:00.000,2019-08-12,,3.0,,,0,27.0,0.0,3,56616.46,Small,Low,Summer,8,2019,214,5038,6602,1
7386,2019-08-09 00:00:00.000,2019-08-12,,3.0,,,0,44.0,0.0,3,56616.46,Small,Low,Summer,8,2019,214,5038,6602,1
7353,2019-08-07 00:00:00.000,2019-08-09,,2.0,,,0,61.0,0.0,7,223620.78,Small,Low,Summer,8,2019,214,5038,6602,1
7354,2019-08-07 00:00:00.000,2019-08-09,,2.0,,,0,214.0,0.0,18,223620.78,Small,Low,Summer,8,2019,214,5038,6602,1
7355,2019-08-07 00:00:00.000,2019-08-09,,2.0,,,0,246.0,0.0,28,223620.78,Small,Low,Summer,8,2019,214,5038,6602,1
7356,2019-08-07 00:00:00.000,2019-08-09,,2.0,,,0,2376.0,0.0,209,223620.78,Small,Low,Summer,8,2019,214,5038,6602,1
7357,2019-08-07 00:00:00.000,2019-08-09,,2.0,,,0,228.0,0.0,17,223620.78,Small,Low,Summer,8,2019,214,5038,6602,1
7361,2019-08-09 00:00:00.000,2019-08-12,,3.0,,,0,38.0,0.0,4,56616.46,Small,Low,Summer,8,2019,214,5038,6602,1
7334,2019-08-07 00:00:00.000,2019-08-09,,2.0,,,0,1478.0,0.0,5,34889.35,Small,Low,Summer,8,2019,214,5038,6602,1
7335,2019-08-07 00:00:00.000,2019-08-09,,2.0,,,0,421.0,0.0,1,34889.35,Small,Low,Summer,8,2019,214,5038,6602,1
7336,2019-08-07 00:00:00.000,2019-08-09,,2.0,,,0,2580.0,0.0,200,34889.35,Small,Low,Summer,8,2019,214,5038,6602,1
7350,2019-08-07 00:00:00.000,2019-08-09,,2.0,,,0,1521.0,0.0,102,223620.78,Small,Low,Summer,8,2019,214,5038,6602,1
7351,2019-08-07 00:00:00.000,2019-08-09,,2.0,,,0,3786.0,0.0,216,223620.78,Small,Low,Summer,8,2019,214,5038,6602,1
7352,2019-08-07 00:00:00.000,2019-08-09,,2.0,,,0,886.0,0.0,84,223620.78,Small,Low,Summer,8,2019,214,5038,6602,1
7316,2019-08-03 00:00:00.000,2019-08-05,,2.0,,,0,920.0,0.0,64,391767.48,Small,Low,Summer,8,2019,214,5038,6602,1
7284,2019-08-07 00:00:00.000,2019-08-09,,2.0,,,0,163.0,0.0,12,139857.28,Small,Low,Summer,8,2019,214,5038,6602,1
7285,2019-08-07 00:00:00.000,2019-08-09,,2.0,,,0,659.0,0.0,44,139857.28,Small,Low,Summer,8,2019,214,5038,6602,1
7322,2019-08-07 00:00:00.000,2019-08-09,,2.0,,,0,473.0,0.0,34,139857.28,Small,Low,Summer,8,2019,214,5038,6602,1
7323,2019-08-07 00:00:00.000,2019-08-09,,2.0,,,0,2826.0,0.0,253,139857.28,Small,Low,Summer,8,2019,214,5038,6602,1
7324,2019-08-07 00:00:00.000,2019-08-09,,2.0,,,0,2424.0,0.0,138,139857.28,Small,Low,Summer,8,2019,214,5038,6602,1
7310,2019-08-03 00:00:00.000,2019-08-05,,2.0,,,0,13.0,0.0,3,235029.08,Small,Low,Summer,8,2019,214,5038,6602,1
7311,2019-08-03 00:00:00.000,2019-08-05,,2.0,,,0,504.0,0.0,56,235029.08,Small,Low,Summer,8,2019,214,5038,6602,1
7312,2019-08-03 00:00:00.000,2019-08-05,,2.0,,,0,242.0,0.0,17,235029.08,Small,Low,Summer,8,2019,214,5038,6602,1
7313,2019-08-03 00:00:00.000,2019-08-05,,2.0,,,0,1388.0,0.0,130,235029.08,Small,Low,Summer,8,2019,214,5038,6602,1
7314,2019-08-03 00:00:00.000,2019-08-05,,2.0,,,0,4240.0,0.0,301,391767.48,Small,Low,Summer,8,2019,214,5038,6602,1
7315,2019-08-03 00:00:00.000,2019-08-05,,2.0,,,0,3919.0,0.0,202,391767.48,Small,Low,Summer,8,2019,214,5038,6602,1
7304,2019-08-03 00:00:00.000,2019-08-05,,2.0,,,0,932.0,0.0,77,235029.08,Small,Low,Summer,8,2019,214,5038,6602,1
7305,2019-08-03 00:00:00.000,2019-08-05,,2.0,,,0,17.0,0.0,2,235029.08,Small,Low,Summer,8,2019,214,5038,6602,1
7306,2019-08-03 00:00:00.000,2019-08-05,,2.0,,,0,871.0,0.0,64,235029.08,Small,Low,Summer,8,2019,214,5038,6602,1
7307,2019-08-03 00:00:00.000,2019-08-05,,2.0,,,0,5749.0,0.0,323,235029.08,Small,Low,Summer,8,2019,214,5038,6602,1
7308,2019-08-03 00:00:00.000,2019-08-05,,2.0,,,0,168.0,0.0,12,235029.08,Small,Low,Summer,8,2019,214,5038,6602,1
7309,2019-08-03 00:00:00.000,2019-08-05,,2.0,,,0,78.0,0.0,6,235029.08,Small,Low,Summer,8,2019,214,5038,6602,1
7258,2019-07-31 00:00:00.000,2019-08-02,,2.0,,,0,2551.0,0.0,167,243863.97,Small,Low,Summer,7,2019,214,5038,6602,1
7289,2019-08-03 00:00:00.000,2019-08-05,,2.0,,,0,1349.0,0.0,108,235029.08,Small,Low,Summer,8,2019,214,5038,6602,1
7300,2019-08-03 00:00:00.000,2019-08-05,,2.0,,,0,200.0,0.0,20,235029.08,Small,Low,Summer,8,2019,214,5038,6602,1
7301,2019-08-03 00:00:00.000,2019-08-05,,2.0,,,0,259.0,0.0,19,235029.08,Small,Low,Summer,8,2019,214,5038,6602,1
7302,2019-08-03 00:00:00.000,2019-08-05,,2.0,,,0,13.0,0.0,2,235029.08,Small,Low,Summer,8,2019,214,5038,6602,1
7303,2019-08-03 00:00:00.000,2019-08-05,,2.0,,,0,16.0,0.0,2,235029.08,Small,Low,Summer,8,2019,214,5038,6602,1
7252,2019-07-31 00:00:00.000,2019-08-02,,2.0,,,0,151.0,0.0,14,132698.66,Small,Low,Summer,7,2019,214,5038,6602,1
7253,2019-07-31 00:00:00.000,2019-08-02,,2.0,,,0,3262.0,0.0,177,243863.97,Small,Low,Summer,7,2019,214,5038,6602,1
7254,2019-07-31 00:00:00.000,2019-08-02,,2.0,,,0,271.0,0.0,20,243863.97,Small,Low,Summer,7,2019,214,5038,6602,1
7255,2019-07-31 00:00:00.000,2019-08-02,,2.0,,,0,306.0,0.0,46,243863.97,Small,Low,Summer,7,2019,214,5038,6602,1
7256,2019-07-31 00:00:00.000,2019-08-02,,2.0,,,0,1414.0,0.0,83,243863.97,Small,Low,Summer,7,2019,214,5038,6602,1
7257,2019-07-31 00:00:00.000,2019-08-02,,2.0,,,0,1491.0,0.0,84,243863.97,Small,Low,Summer,7,2019,214,5038,6602,1
7045,2019-07-31 00:00:00.000,2019-08-02,,2.0,,,0,354.0,0.0,34,132698.66,Small,Low,Summer,7,2019,214,5038,6602,1
7247,2019-07-31 00:00:00.000,2019-08-02,,2.0,,,0,735.0,0.0,63,132698.66,Small,Low,Summer,7,2019,214,5038,6602,1
7248,2019-07-31 00:00:00.000,2019-08-02,,2.0,,,0,718.0,0.0,57,132698.66,Small,Low,Summer,7,2019,214,5038,6602,1
7249,2019-07-31 00:00:00.000,2019-08-02,,2.0,,,0,352.0,0.0,26,132698.66,Small,Low,Summer,7,2019,214,5038,6602,1
7250,2019-07-31 00:00:00.000,2019-08-02,,2.0,,,0,1057.0,0.0,96,132698.66,Small,Low,Summer,7,2019,214,5038,6602,1
7251,2019-07-31 00:00:00.000,2019-08-02,,2.0,,,0,3467.0,0.0,283,132698.66,Small,Low,Summer,7,2019,214,5038,6602,1
7205,2019-07-27 00:00:00.000,2019-07-29,,2.0,,,0,2028.0,0.0,134,287165.97,Small,Low,Summer,7,2019,214,5038,6602,1
7206,2019-07-27 00:00:00.000,2019-07-29,,2.0,,,0,343.0,0.0,24,287165.97,Small,Low,Summer,7,2019,214,5038,6602,1
7207,2019-07-27 00:00:00.000,2019-07-29,,2.0,,,0,748.0,0.0,47,287165.97,Small,Low,Summer,7,2019,214,5038,6602,1
