ShipmentID,ShipmentDate,PlannedArrivalDate,ActualDepartureDate,ActualArrivalDate,TotalWeight,TotalVolume,TotalPackages,ShipmentValue,IsDelivered,DurationDays,DateKey,CustomerKey,EquipmentKey,FreightTypeKey,OriginLocationKey,DestinationLocationKey
45101,2023-02-07,2023-02-08,,,56.0,0.48,1,0.0,0,,20230207,2634.0,1.0,1.0,7128.0,8101.0
54084,2023-07-25,2023-07-25,,,971.0,0.0,7,0.0,0,,20230725,2340.0,1.0,1.0,1976.0,1121.0
54084,2023-07-25,2023-07-25,,,971.0,0.0,7,0.0,0,,20230725,2634.0,1.0,1.0,1976.0,1121.0
3950,2019-09-06,2019-09-08,,,109.8,0.818,1,,0,,20190906,215.0,1.0,1.0,1385.0,8101.0
3950,2019-09-06,2019-09-08,,,109.8,0.818,1,,0,,20190906,1368.0,1.0,1.0,1385.0,8101.0
3950,2019-09-06,2019-09-08,,,109.8,0.818,1,,0,,20190906,2661.0,1.0,1.0,1385.0,8101.0
23567,2021-04-20,2021-04-22,,,249000.0,0.0,9,0.0,0,,20210420,2421.0,17.0,1.0,5038.0,3320.0
23567,2021-04-20,2021-04-22,,,249000.0,0.0,9,0.0,0,,20210420,2697.0,17.0,1.0,5038.0,3320.0
39405,2022-10-11,2022-10-13,,,111100.0,0.0,3,,0,,20221011,1447.0,22.0,2.0,5088.0,5038.0
39405,2022-10-11,2022-10-13,,,111100.0,0.0,3,,0,,20221011,2709.0,22.0,2.0,5088.0,5038.0
40773,2022-11-28,2022-11-30,,,80000.0,0.0,6,,0,,20221128,1447.0,22.0,2.0,5088.0,5038.0
