CustomerKey,TotalInvoices,TotalRevenue,AvgInvoiceValue,RiskScore
846,1,280.9,280.9,0.17353698748422286
857,39,61919.524999999994,1587.680128205128,0.9582438158675401
858,35,419120.142,11974.8612,0.778104607455907
861,5,6350.172,1270.0344,0.6378425462482057
863,2,465.8,232.9,0.363874643652338
864,1,250.5,250.5,0.591477631812945
880,2,93.425,46.7125,0.2886379187810981
883,3,27312.300000000003,9104.1,0.48501443574336267
887,6,3747.6449999999995,624.6075,0.3199275871861873
889,1,1.0,1.0,0.6938053504884119
896,9,694925.6000000001,77213.95555555557,0.5675167304331594
897,3,842.6999999999999,280.9,0.6516300984774569
907,3,644.4000000000001,214.80000000000004,0.9705077330277864
908,2,5943.13,2971.565,0.08879772718734891
915,6,409.19000000000005,68.19833333333334,0.41820453459984164
917,1,1756.086,1756.086,0.12916745287807418
918,7,1868.3,266.9,0.05713457942400735
922,20,28362.815,1418.14075,0.7206370030900415
926,3,6568.071,2189.357,0.3625617691119686
927,5,765.7249999999999,153.14499999999998,0.38356445239328096
928,3,1189.13,396.3766666666667,0.18974949396191054
937,2,561.0,280.5,0.8412001095386832
940,348,1719.6999999999998,4.941666666666666,0.6510973810067281
945,2,646.4570000000001,323.22850000000005,0.554124404292277
948,27,12817.391,474.7181851851852,0.6293920101425129
952,41,14198.325,346.3006097560976,0.8085356019514076
953,7,2771.75,395.9642857142857,0.4953966351261273
958,1,280.9,280.9,0.7763450654751766
969,2,674.261,337.1305,0.4104887990779451
971,1,1962.51,1962.51,0.32894102768161626
972,2,702.047,351.0235,0.3831439232243017
974,11,28236.772,2566.979272727273,0.04964510066822625
980,1,0.0,0.0,0.9649354211054596
987,63,120360.6,1910.4857142857143,0.8880483080722488
990,11,15658.054,1423.4594545454545,0.2896177260282301
991,30,127854.394,4261.813133333333,0.4938117970262257
998,3,34419.33,11473.11,0.7636192881848574
1005,3,1350.0,450.0,0.28438406083278445
1011,10,5532.759999999999,553.276,0.47975038222594035
1013,532,919520.401,1728.4218063909773,0.9048038348288613
1015,1,116.03,116.03,0.7492025831535224
1025,3,963.925,321.30833333333334,0.2246499495689892
1028,2,825.862,412.931,0.6297675510703469
1032,27,23718.0,878.4444444444445,0.775990659513068
1035,2,640.4000000000001,320.20000000000005,0.9503897361646916
1042,4,884.0,221.0,0.7500215962645581
1047,7,4466.7,638.1,0.6922937868518303
1049,22,956.6600000000001,43.48454545454546,0.43770896878230037
1056,4,1242.3400000000001,310.58500000000004,0.8167242319480662
1057,3,947.8499999999999,315.95,0.29795277637419726
1058,62,80636.462,1300.5880967741934,0.5596495219572507
1064,5,2602.249,520.4498,0.9958294054497757
1065,4,1665.4589999999998,416.36474999999996,0.5707998680939099
1067,3,8513.511,2837.837,0.740544461511153
1070,3,1.2,0.39999999999999997,0.5285633133541147
1080,3,232.04999999999998,77.35,0.3605895419219226
1094,24,19649.399999999998,818.7249999999999,0.4174197365777119
1098,1,1.0,1.0,0.985061751672754
1099,3,855.0,285.0,0.6741113703487128
1101,4,710.505,177.62625,0.6258119096587543
1106,55,40789.091,741.6198363636364,0.32285330956344527
1110,9,217.8,24.200000000000003,0.7477036954111368
1111,75,174442.458,2325.89944,0.7710007262408918
1118,12,15163.591,1263.6325833333333,0.6279608987112868
1119,3,915.72,305.24,0.5761586714532237
1134,3,771.0,257.0,0.4639614643237189
1155,3,10802.239,3600.746333333333,0.6151533859318437
1158,2,1007.94,503.97,0.7773119651620322
1160,60,499132.62299999996,8318.87705,0.6187781508391779
1162,9,4457.799,495.311,0.4036028699063784
1165,60,51.900000000000006,0.8650000000000001,0.4250899843560211
1170,3,2894.3999999999996,964.7999999999998,0.6156679421304658
1174,3,15226.5,5075.5,0.79886429844948
1176,1,250.5,250.5,0.9351593491203183
1177,2,1378.191,689.0955,0.7605019819683438
1185,1,668.59,668.59,0.35070396041554364
1189,9,922.5,102.5,0.9199950911367281
1192,1,217.24,217.24,0.21124668233604127
1202,7,53893.714,7699.102,0.4453983774252164
1205,1,132.721,132.721,0.8582629556001977
1209,8,3.5999999999999996,0.44999999999999996,0.5928193675490581
1215,38,289499.145,7618.398552631579,0.00841191108115158
1216,12,27297.344,2274.7786666666666,0.18811513104599265
1222,13,3972.625,305.58653846153845,0.8801513127006634
1224,2,150.94,75.47,0.9534498024285818
1226,1,601.003,601.003,0.4951868309439881
1227,3,2118.7200000000003,706.2400000000001,0.4963978829637635
1251,8,27900.018,3487.50225,0.735147818534135
1253,6,1686.8,281.1333333333333,0.3849564210064256
1257,7,1759.7169999999999,251.38814285714284,0.9403038289777584
1259,3,873.1569999999999,291.0523333333333,0.33153853223036145
1261,6,1288.8000000000002,214.80000000000004,0.6669231261339018
1263,21,36812.892,1752.9948571428572,0.12948748397074028
1272,56,54847.943,979.4275535714286,0.6468246405704731
1276,3,92.85,30.95,0.2512291725569541
1286,1,579.15,579.15,0.005055232452912173
1289,8,10124.184000000001,1265.5230000000001,0.983841064323025
1295,3,182.10000000000002,60.70000000000001,0.3776265434351592
1298,2,1525.022,762.511,0.5276842439030981
1304,6,1719.0,286.5,0.003977371201452029
1305,3,646.2,215.4,0.11981845415194492
1306,137,178696.925,1304.357116788321,0.0026543622458625737
1309,1,291.8,291.8,0.6756954206743404
1310,6,1.0,0.16666666666666666,0.7672460389995797
1314,3,7044.0,2348.0,0.586945072010489
1315,13,57205.7,4400.4384615384615,0.33803558810596324
1316,34,90693.573,2667.458029411765,0.31876947871424244
1317,44,4477058.931,101751.3393409091,0.3067356679631822
1321,1,178.04,178.04,0.9047484000913124
1331,3,4113.0,1371.0,0.991659121643751
1336,3,160501.8,53500.6,0.09890706309767316
1342,1,214.8,214.8,0.824597759647546
1343,189,34889.806000000004,184.60214814814816,0.8554892648538409
1356,1,430.472,430.472,0.03072724443970576
1381,1,1.0,1.0,0.38031131579789157
1392,58,18809.363,324.29936206896554,0.14941467014554777
1396,9,774.742,86.08244444444443,0.9282717353059751
1397,5,1177.8120000000001,235.56240000000003,0.05877597707135518
1398,5,5324.176,1064.8352,0.37710948902300323
1401,8,3377.33,422.16625,0.9392153434015019
1404,3,2100.0,700.0,0.36643446640265676
1410,24,25593.902,1066.4125833333333,0.5142857196169499
1411,84,25543.0,304.0833333333333,0.6067170992746281
1418,21,24462.673,1164.8891904761904,0.4061047591485164
1420,21,10895.214,518.8197142857143,0.3636158292781848
1430,12,2142.9230000000002,178.57691666666668,0.3117640921162691
1446,1,280.9,280.9,0.3118837321253808
1448,1,352.3,352.3,0.7400333979317568
1452,1,377.83,377.83,0.5447727998840594
1456,8,109.626,13.70325,0.03973994309231321
1457,6,1361.7,226.95000000000002,0.2371588200543745
1460,4,884.0,221.0,0.5133113104980933
1461,10,4002.762,400.2762,0.17263714457448287
1475,3670,25210726.873,6869.407867302452,0.19908945208311546
1477,10,10267.063,1026.7063,0.036648585238749365
1480,6,6381.93,1063.655,0.9311430159585303
1487,5,179.92,35.983999999999995,0.0966579473333311
1494,4,906.8,226.7,0.07373876829635062
1495,10,773.95,77.39500000000001,0.9649119475346496
1496,1,0.6,0.6,0.7410322418499505
1500,2,584.8,292.4,0.9469111615617819
1504,35,9569.577,273.41648571428567,0.37549341676776626
1505,15,1136.871,75.79140000000001,0.20017596968104223
1510,8,2804.83,350.60375,0.012724203517354926
1518,2,111.865,55.9325,0.695328837647758
1520,1,956.57,956.57,0.8045140632240196
1525,3,960.0,320.0,0.5422809877716686
1530,3,181.8,60.6,0.0029976936820877986
1537,1,280.9,280.9,0.13246383452985488
1553,3,639.981,213.327,0.242240022202466
1554,1,366.039,366.039,0.9867185449269685
1561,8,1692.9499999999998,211.61874999999998,0.09741362025817701
1563,6,1427.653,237.94216666666668,0.19858133840278258
1564,6,1842.318,307.053,0.20982409541986835
1565,1,446.822,446.822,0.3147929517102538
1567,25,10369.078,414.76311999999996,0.3423596568816438
1569,2,105.32499999999999,52.662499999999994,0.4049376042600564
1570,3,90000.0,30000.0,0.03935813801186416
1572,6,3682.5,613.75,0.9689209402842526
1575,14,7759.378,554.2412857142857,0.767091322138802
1580,3,1010.793,336.931,0.8299769062107045
1581,6,2016.94,336.1566666666667,0.9928253614963278
1585,2,501.0,250.5,0.3062900658262099
1586,25,12899.619,515.98476,0.7674787466129738
1589,7,1802.193,257.4561428571429,0.4962053572447982
1590,34,57418.85,1688.7897058823528,0.22646717900713464
1597,14,3685.7129999999997,263.26521428571425,0.9648627256193477
1600,83,25921.343,312.3053373493976,0.0354668183163257
1603,1,221.0,221.0,0.18849751615221078
1619,2,288.531,144.2655,0.7543109004900068
1620,5,36620.561,7324.1122000000005,0.5153806801754665
1626,12,277.3,23.108333333333334,0.5962079330392726
1628,2,844.1200000000001,422.06000000000006,0.18405065229246187
1638,3,2503.05,834.35,0.6783795331617122
1639,1,126.145,126.145,0.6367026903466858
1640,2,1363.12,681.56,0.2275130133496973
1641,1,311.049,311.049,0.03445058357553199
1643,1,400.103,400.103,0.15967492818144902
1646,3,1425.516,475.172,0.05071038670929284
1652,4,61.910000000000004,15.477500000000001,0.6422624139714338
1658,852,1180001.101,1384.9778180751175,0.6963016273390167
1667,26,22409.391,861.8996538461538,0.7975572917298535
1672,2,1327.489,663.7445,0.8328746760387706
1678,40,14668.8,366.71999999999997,0.7621034905821296
1679,2,1.2,0.6,0.2203294818895447
1680,24,17746.5,739.4375,0.10695669091369464
1681,3,1290.0,430.0,0.17707503047326656
1682,5,3065.6,613.12,0.61374745003918
1688,3,20578.66,6859.553333333333,0.5799891931261263
1690,16,29273.35,1829.584375,0.9776906632938697
1692,10,3070.0,307.0,0.13045733557576977
1693,3632,1632786.209,449.555674284141,0.4171320031129411
1695,6,1440.0,240.0,0.6230166325415875
1699,3,5400.0,1800.0,0.9500744974893152
1700,24,1200.0,50.0,0.6033774746356757
1705,7,3175.0,453.57142857142856,0.0894793280327365
1706,42,38655.1,920.3595238095238,0.8585834109485367
1710,3,270.0,90.0,0.32306017009982757
1711,6,1966.5,327.75,0.8462880340639024
1712,3,225.0,75.0,0.20294678442175895
1713,1,60.0,60.0,0.37384954040475427
1714,218,369121.57,1693.2182110091744,0.6983715249870831
1715,1,210.0,210.0,0.5562545165426321
1716,18,13267.5,737.0833333333334,0.2994932909835286
1717,3,1455.0,485.0,0.2308292137163872
1719,9,6321.0,702.3333333333334,0.7627832594693347
1720,4,1305.0,326.25,0.27724497431036654
1722,13,17282.2,1329.4,0.6568260143715702
1724,3,75.0,25.0,0.770494963709122
1726,138,133901.71,970.3022463768116,0.5307964326303214
1727,7,2250.0,321.42857142857144,0.9334056524600155
1730,1,1.0,1.0,0.4436580937906265
1734,14,8186.0,584.7142857142857,0.9889412332003694
1735,10,60020.799999999996,6002.08,0.373055868189732
1736,3,978.0,326.0,0.5833617635982513
1738,15,4781.43,318.762,0.5282383838455992
1739,141,97453.03,691.1562411347518,0.4981694639310652
1741,13,10633.3,817.9461538461538,0.775406999192773
1742,10,8251.206,825.1206,0.21059106082544643
1743,5,2873.0,574.6,0.9550922481790017
1745,1,795.25,795.25,0.13287917410318484
1747,12,3109.8,259.15000000000003,0.7186404649807219
1749,1,762.4,762.4,0.5122570087659797
1750,12,21621.15,1801.7625,0.2966992430230654
1752,2,3540.0,1770.0,0.7210047675897576
1755,98,66038.694,673.8642244897959,0.24689028816157688
1756,6,1133.0,188.83333333333334,0.3678214291704476
1757,98,2260070.917,23061.94813265306,0.018803920112476336
1758,236,858035.51,3635.743686440678,0.4116703414922519
1762,218,90810.447,416.5616834862385,0.601162673113044
1763,1,579.34,579.34,0.3437255034132184
1766,4,1415.5,353.875,0.45820136901957265
1767,10,3186.2,318.62,0.33570451343457763
1769,9,2565.0,285.0,0.8368953477277411
1773,12,3666.0,305.5,0.9938454139435026
1774,46,41901.1,910.8934782608695,0.6683564176041626
1775,3,1215.0,405.0,0.5722538836292675
1776,4,8163.45,2040.8625,0.25914778152921025
1778,2,2075.0,1037.5,0.4588678059994248
1779,11,63680.0,5789.090909090909,0.9921949133237147
1780,226,5199767.625,23007.821349557522,0.8915339118150509
1786,3,1275.0,425.0,0.9622778643603428
1788,8,5892.3,736.5375,0.8636695323763336
1789,1,1300.0,1300.0,0.32957485576552525
1791,1,355.0,355.0,0.9702790508142888
1793,3,849.72,283.24,0.9400952440653558
1794,199,52463.58,263.63608040201007,0.20975859425310817
1795,3,651.0,217.0,0.8496779512866058
1796,46,237504.459,5163.1404130434785,0.4940448469666876
1797,6,93784.5,15630.75,0.401549930766505
1799,11,11567.5,1051.590909090909,0.6904276036994103
1801,35,16548.12,472.8034285714285,0.4044959553788836
1802,3,75.0,25.0,0.2808323485465468
1804,2,3624.0,1812.0,0.14706552030989628
1805,2,826.62,413.31,0.9052930637489969
1810,24,14035.0,584.7916666666666,0.1488409447087381
1811,16,7972.4,498.275,0.10995137691603596
1818,12,73095.0,6091.25,0.05431956163728768
1822,3,1.7999999999999998,0.6,0.6699561375635107
1823,9,5005.5,556.1666666666666,0.719849471893943
1824,6,1704.0,284.0,0.2935983214965471
1826,2,1.2,0.6,0.2624516882215747
1829,15,6068.0,404.53333333333336,0.4689153617589269
1831,6,3420.16,570.0266666666666,0.8336965824865313
1832,1,970.0,970.0,0.04721038339849437
1833,2,870.0,435.0,0.4112088828699114
1834,8,1950.0,243.75,0.07012493515450746
1835,3,540.54,180.17999999999998,0.828062998022068
1836,4,1010.2,252.55,0.6270421829044153
1837,132,236301.15,1790.1602272727273,0.6667652454344751
1838,5,525.0,105.0,0.5567636288303908
1841,11,108551.81,9868.346363636363,0.08998745751083437
1844,3,5730.0,1910.0,0.2332817863064076
1846,5,759.1999999999999,151.83999999999997,0.5710129223690169
1850,56,27447.858,490.14032142857144,0.2681237790635226
1854,6,4864.5,810.75,0.7999775101524235
1856,188,55716.89,296.36643617021275,0.5605627669706816
1858,9,1474.548,163.83866666666665,0.11275340274503887
1860,3,115884.75,38628.25,0.20607082789271747
1865,26,9790.088,376.54184615384617,0.540950070975833
1866,3,1248.0,416.0,0.2965266608361792
1867,8,2218.0,277.25,0.009785133231352883
1868,9,7671.1,852.3444444444444,0.8779369513223612
1870,5,1602.1,320.41999999999996,0.46315416378532637
1871,7,8678.16,1239.7371428571428,0.8113626815718369
1872,13,7925.0,609.6153846153846,0.07967226854664267
1874,3,1.7999999999999998,0.6,0.8717096632420084
1877,4,1081.0,270.25,0.47591946051227096
1878,7,2451.2,350.1714285714285,0.9401529676421353
1879,13,6885.0,529.6153846153846,0.6193356400465903
1881,6,1815.0,302.5,0.3941387589435025
1882,119,133749.4,1123.944537815126,0.2032719640897407
1884,1,30110.0,30110.0,0.8385239396752474
1887,6,9068.244,1511.374,0.041743258792231064
1888,3,2298.0,766.0,0.7168083252232779
1893,8,5243.25,655.40625,0.8980771094928726
1894,7,2667.0,381.0,0.06570335004956995
1895,30,2712.0,90.4,0.27909045051917836
1896,1,399.0,399.0,0.5568257963909309
1897,3,9915.0,3305.0,0.7393819644878724
1898,13,14660.0,1127.6923076923076,0.6776232764804119
1903,6,2175.0,362.5,0.040915838621065626
1904,6,945.0,157.5,0.6070876787451397
1906,61,41315.35,677.3008196721311,0.8295929391616528
1907,108,27063.1,250.58425925925926,0.8639447583659688
1908,22,15370.75,698.6704545454545,0.035234585682014985
1909,58,89884.94,1549.7403448275863,0.8769367013887372
1910,6,3162.9,527.15,0.2946047456993035
1911,37,44454.92,1201.4843243243242,0.2664097431710758
1914,351,271799.5,774.3575498575499,0.2898260138387555
1915,30,14550.3,485.01,0.5211699399088374
1916,3,1200.0,400.0,0.2617868694901526
1917,29,8047.0,277.48275862068965,0.06986499993284145
1919,62,130632.35,2106.9733870967743,0.5328623966832166
1920,20,10075.0,503.75,0.09528898757430049
1938,11,23482.861,2134.8055454545456,0.5824689956863162
1941,26,68194.58,2622.868461538462,0.5326710127559641
1947,1,5270.6,5270.6,0.3864517871342805
1950,1,697.162,697.162,0.6247787235076826
1952,1,893.1,893.1,0.06480817762862634
1953,3,35.7,11.9,0.7622955402965863
1955,11,4605.57,418.6881818181818,0.30153449126627796
1961,4,0.0,0.0,0.9982457508690127
1966,41,1444.8290000000002,35.23973170731708,0.29151572279493865
1971,2,622.1,311.05,0.6531605741001151
1976,22,166278.05,7558.093181818182,0.6223620265418106
1978,3,751.9,250.63333333333333,0.19473896139410962
1981,1,1484.93,1484.93,0.23097400134108437
1983,17,82707.734,4865.160823529412,0.10614412383717842
1984,7,15101.599999999999,2157.371428571428,0.5232245226889785
1985,3,273.0,91.0,0.11854951070030961
1986,92,297812.048,3237.08747826087,0.27379872056849075
1991,1,579.34,579.34,0.779959534092621
1992,15,41083.962,2738.9308,0.2591156572596688
1998,110,52835.062,480.3187454545454,0.4863080169159072
2000,4,94.61,23.6525,0.024426494256683196
2011,6,1937.819,322.9698333333333,0.7738662304902735
2012,1,292.4,292.4,0.37296837371124303
2013,14,9055.679,646.8342142857143,0.7352746260034853
2014,102,71902.671,704.9281470588236,0.6196486435022919
2017,3,805.611,268.537,0.19092856887190635
2022,2,1232.385,616.1925,0.8132970653651848
2025,5,20681.0,4136.2,0.1535554449039268
2027,490,14516.521,29.62555306122449,0.48458806504376184
2028,51,46448.597,910.7568039215687,0.21307840757163388
2030,97,488652.578,5037.655443298969,0.8943737661428401
2032,2,442.0,221.0,0.6224501744711405
2033,9,12379.673,1375.5192222222222,0.38576039908224213
2034,4,5264.98,1316.245,0.42154978703366286
2036,2,234.529,117.2645,0.555685007535532
2039,32,17579.92,549.3725,0.5640490416010205
2046,1,647.425,647.425,0.5595015693740694
2047,1,620.99,620.99,0.2810622431290055
2053,75,138289.953,1843.86604,0.7232160730833036
2057,5,1282.46,256.492,0.47894020861305464
2058,18,4422.162,245.67566666666667,0.6996675201522351
2068,41,11359.308,277.0562926829268,0.0749186375355092
2069,10,6874.005,687.4005,0.9191501857412534
2077,1,351.9,351.9,0.4738343394336195
2081,100,150050.94700000001,1500.5094700000002,0.9918203924866138
2090,9,1947.585,216.39833333333334,0.5320540107812026
2091,100,48827.433,488.27432999999996,0.37760715776033094
2096,18,4563.555,253.53083333333336,0.41511391747664017
2097,3,2800.023,933.341,0.4884347828196768
2099,15,22381.605,1492.107,0.7443727758742947
2107,4,1099.9560000000001,274.98900000000003,0.24923643937486473
2108,3,377.12600000000003,125.70866666666667,0.2894371647870172
2119,3,877.1999999999999,292.4,0.7491659556267415
2122,2,326.66499999999996,163.33249999999998,0.3058350052218588
2128,226,174833.764,773.6007256637168,0.35116309562956716
2136,9,8539.092,948.788,0.5672368139642079
