ShipmentDate,Shipments,6M_Forecast,InvoiceDate,NetAmount,Correlation
2019-04-12,9,10.087591240875913,2019-04-12,198980.385,0.013646986353854362
2019-04-16,4,10.085106382978724,2019-04-16,234290.55000000002,0.013646986353854362
2019-04-17,18,10.140845070422536,2019-04-17,6479.178,0.013646986353854362
2019-04-18,10,10.13986013986014,2019-04-18,2245.245,0.013646986353854362
2019-04-19,10,10.13888888888889,2019-04-19,649.8,0.013646986353854362
2019-04-22,12,10.142857142857142,2019-04-22,7320.0,0.013646986353854362
2019-04-23,5,10.108108108108109,2019-04-23,6658.799999999999,0.013646986353854362
2019-04-24,29,10.234899328859061,2019-04-24,2001.3899999999999,0.013646986353854362
2019-04-25,3,10.186666666666667,2019-04-25,50628.0,0.013646986353854362
2019-04-27,23,10.236842105263158,2019-04-27,1080.0,0.013646986353854362
2019-04-29,2,10.155844155844155,2019-04-29,91639.5,0.013646986353854362
2019-04-30,11,10.161290322580646,2019-04-30,108207.813,0.013646986353854362
2019-05-02,27,10.229299363057326,2019-05-02,232039.992,0.013646986353854362
2019-05-07,4,10.197530864197532,2019-05-07,6153.6,0.013646986353854362
2019-05-08,6,10.171779141104295,2019-05-08,720.0,0.013646986353854362
2019-05-09,6,10.146341463414634,2019-05-09,728.415,0.013646986353854362
2019-05-10,6,10.121212121212121,2019-05-10,3135.0,0.013646986353854362
2019-05-13,8,10.125,2019-05-13,12840.729,0.013646986353854362
2019-05-14,33,10.2603550295858,2019-05-14,3023.097,0.013646986353854362
2019-05-15,14,10.282352941176471,2019-05-15,1260.0,0.013646986353854362
2019-05-16,4,10.24561403508772,2019-05-16,11643.779999999999,0.013646986353854362
2019-05-17,25,10.331395348837209,2019-05-17,960.0,0.013646986353854362
2019-05-22,21,10.380681818181818,2019-05-22,40774.041,0.013646986353854362
2019-05-24,12,10.404494382022472,2019-05-24,3072.3450000000003,0.013646986353854362
2019-05-25,27,10.497206703910615,2019-05-25,2940.0,0.013646986353854362
2019-05-27,2,10.466666666666667,2019-05-27,9894.0,0.013646986353854362
2019-05-29,21,10.6,2019-05-29,744.0,0.013646986353854362
2019-05-31,7,10.727777777777778,2019-05-31,3990.0750000000003,0.013646986353854362
2019-06-03,4,10.855555555555556,2019-06-03,791717.6039999999,0.013646986353854362
2019-06-04,4,10.872222222222222,2019-06-04,6236.976,0.013646986353854362
2019-06-10,4,11.083333333333334,2019-06-10,1200.0,0.013646986353854362
2019-06-11,10,11.133333333333333,2019-06-11,29888.699999999997,0.013646986353854362
2019-06-12,16,11.216666666666667,2019-06-12,2087.496,0.013646986353854362
2019-06-13,5,11.238888888888889,2019-06-13,51000.0,0.013646986353854362
2019-06-14,7,11.261111111111111,2019-06-14,2400.0,0.013646986353854362
2019-06-15,15,11.338888888888889,2019-06-15,4485.299999999999,0.013646986353854362
2019-06-18,6,11.394444444444444,2019-06-18,129414.29999999999,0.013646986353854362
2019-06-19,35,11.577777777777778,2019-06-19,6478.208999999999,0.013646986353854362
2019-06-24,10,11.85,2019-06-24,11444.55,0.013646986353854362
2019-06-26,20,12.016666666666667,2019-06-26,10248.951000000001,0.013646986353854362
2019-07-02,13,12.255555555555556,2019-07-02,107101.79999999999,0.013646986353854362
2019-07-04,12,12.366666666666667,2019-07-04,6138684.078,0.013646986353854362
2019-07-05,6,12.38888888888889,2019-07-05,12239.414999999999,0.013646986353854362
2019-07-07,9,12.338888888888889,2019-07-07,3853.7999999999997,0.013646986353854362
2019-07-08,4,12.338888888888889,2019-07-08,68567.091,0.013646986353854362
2019-07-09,6,12.36111111111111,2019-07-09,1895.6999999999998,0.013646986353854362
2019-07-10,12,12.333333333333334,2019-07-10,391915.587,0.013646986353854362
2019-07-18,12,12.438888888888888,2019-07-18,180.3,0.013646986353854362
2019-07-19,6,12.422222222222222,2019-07-19,153.52499999999998,0.013646986353854362
2019-07-23,5,12.283333333333333,2019-07-23,15538.8,0.013646986353854362
2019-07-24,16,12.35,2019-07-24,8139.6449999999995,0.013646986353854362
2019-07-26,7,12.28888888888889,2019-07-26,9337.473,0.013646986353854362
2019-07-30,8,12.25,2019-07-30,248.16,0.013646986353854362
2019-07-31,14,12.255555555555556,2019-07-31,15898.5,0.013646986353854362
2019-08-01,6,12.255555555555556,2019-08-01,9997.8,0.013646986353854362
2019-08-06,7,12.227777777777778,2019-08-06,19477.23,0.013646986353854362
2019-08-07,19,12.233333333333333,2019-08-07,15166.086,0.013646986353854362
2019-08-15,9,12.194444444444445,2019-08-15,33271.8,0.013646986353854362
2019-08-19,5,12.011111111111111,2019-08-19,11737.8,0.013646986353854362
2019-08-21,19,12.027777777777779,2019-08-21,72038.691,0.013646986353854362
2019-08-29,5,11.877777777777778,2019-08-29,19996.113,0.013646986353854362
2019-08-30,9,11.88888888888889,2019-08-30,212653.11,0.013646986353854362
2019-08-31,13,11.944444444444445,2019-08-31,2553.0,0.013646986353854362
2019-09-03,1,11.594444444444445,2019-09-03,3484.3500000000004,0.013646986353854362
2019-09-04,13,11.61111111111111,2019-09-04,109616.13,0.013646986353854362
2019-09-07,26,11.644444444444444,2019-09-07,570.0,0.013646986353854362
2019-09-09,5,11.527777777777779,2019-09-09,646.2,0.013646986353854362
2019-09-10,13,11.533333333333333,2019-09-10,8468.538,0.013646986353854362
2019-09-11,14,11.477777777777778,2019-09-11,25875.96,0.013646986353854362
2019-09-13,5,11.511111111111111,2019-09-13,714.0,0.013646986353854362
2019-09-17,12,11.444444444444445,2019-09-17,4466.099999999999,0.013646986353854362
2019-09-18,23,11.472222222222221,2019-09-18,153060.0,0.013646986353854362
2019-09-19,5,11.466666666666667,2019-09-19,23691.57,0.013646986353854362
2019-09-23,9,11.466666666666667,2019-09-23,840.0,0.013646986353854362
2019-09-25,17,11.516666666666667,2019-09-25,2505.0,0.013646986353854362
2019-09-26,11,11.53888888888889,2019-09-26,157777.83000000002,0.013646986353854362
2019-09-27,7,11.544444444444444,2019-09-27,4953.4800000000005,0.013646986353854362
2019-09-30,7,11.55,2019-09-30,226638.0,0.013646986353854362
2019-10-01,3,11.383333333333333,2019-10-01,2088.3,0.013646986353854362
2019-10-03,10,11.36111111111111,2019-10-03,4122.0599999999995,0.013646986353854362
2019-10-04,2,11.338888888888889,2019-10-04,1005.0,0.013646986353854362
2019-10-07,24,11.444444444444445,2019-10-07,151.8,0.013646986353854362
2019-10-08,5,11.266666666666667,2019-10-08,1088.415,0.013646986353854362
2019-10-09,24,11.344444444444445,2019-10-09,109581.18,0.013646986353854362
2019-10-10,9,11.383333333333333,2019-10-10,649.8,0.013646986353854362
2019-10-11,8,11.38888888888889,2019-10-11,7223.16,0.013646986353854362
2019-10-14,6,11.405555555555555,2019-10-14,17981.001,0.013646986353854362
2019-10-16,22,11.394444444444444,2019-10-16,9997.8,0.013646986353854362
2019-10-17,7,11.383333333333333,2019-10-17,9923.7,0.013646986353854362
2019-10-19,28,11.45,2019-10-19,28380.0,0.013646986353854362
2019-10-22,4,11.355555555555556,2019-10-22,11727.3,0.013646986353854362
2019-10-25,19,11.483333333333333,2019-10-25,855.0,0.013646986353854362
2019-10-29,19,11.35,2019-10-29,2279.16,0.013646986353854362
2019-10-30,22,11.438888888888888,2019-10-30,6458.961,0.013646986353854362
2019-11-01,9,11.438888888888888,2019-11-01,1189.8,0.013646986353854362
2019-11-04,3,11.355555555555556,2019-11-04,1245.0,0.013646986353854362
2019-11-07,10,11.427777777777777,2019-11-07,4190.997,0.013646986353854362
2019-11-11,2,11.533333333333333,2019-11-11,225390.0,0.013646986353854362
2019-11-15,9,11.394444444444444,2019-11-15,8415.599999999999,0.013646986353854362
2019-11-19,7,11.294444444444444,2019-11-19,3141.0,0.013646986353854362
2019-11-22,7,11.316666666666666,2019-11-22,58527.066,0.013646986353854362
2019-11-25,23,11.38888888888889,2019-11-25,3640.8,0.013646986353854362
2019-11-28,8,11.53888888888889,2019-11-28,2220.3720000000003,0.013646986353854362
2019-11-30,23,11.466666666666667,2019-11-30,46.73,0.013646986353854362
2019-12-02,5,11.4,2019-12-02,1412.415,0.013646986353854362
2019-12-03,5,11.38888888888889,2019-12-03,2143.44,0.013646986353854362
2019-12-06,6,11.53888888888889,2019-12-06,17582.709000000003,0.013646986353854362
2019-12-12,10,11.805555555555555,2019-12-12,28122.0,0.013646986353854362
2019-12-17,7,11.983333333333333,2019-12-17,8036.099999999999,0.013646986353854362
2019-12-18,5,11.977777777777778,2019-12-18,2076.0,0.013646986353854362
2019-12-19,6,11.816666666666666,2019-12-19,20130.597,0.013646986353854362
2019-12-20,6,11.783333333333333,2019-12-20,2475.0,0.013646986353854362
2019-12-21,2,11.761111111111111,2019-12-21,885.0,0.013646986353854362
2019-12-23,9,11.783333333333333,2019-12-23,32700.0,0.013646986353854362
2019-12-24,2,11.738888888888889,2019-12-24,1082.1,0.013646986353854362
2019-12-25,8,11.716666666666667,2019-12-25,1855.62,0.013646986353854362
2020-01-07,1,11.738888888888889,2020-01-07,8644.02,0.013646986353854362
2020-01-08,22,11.772222222222222,2020-01-08,2807.1000000000004,0.013646986353854362
2020-01-09,3,11.738888888888889,2020-01-09,728.415,0.013646986353854362
2020-01-10,4,11.738888888888889,2020-01-10,10994.715,0.013646986353854362
2020-01-13,1,11.844444444444445,2020-01-13,79350.0,0.013646986353854362
2020-01-16,9,11.705555555555556,2020-01-16,18360.0,0.013646986353854362
2020-01-17,3,11.677777777777777,2020-01-17,104814.0,0.013646986353854362
2020-01-21,3,11.6,2020-01-21,36510.0,0.013646986353854362
2020-01-27,3,11.46111111111111,2020-01-27,3090.0,0.013646986353854362
2020-01-28,2,11.45,2020-01-28,21390.0,0.013646986353854362
2020-01-29,19,11.527777777777779,2020-01-29,180.3,0.013646986353854362
2020-01-30,11,11.544444444444444,2020-01-30,9990.0,0.013646986353854362
2020-01-31,8,11.511111111111111,2020-01-31,4107.299999999999,0.013646986353854362
2020-02-04,4,11.544444444444444,2020-02-04,37500.0,0.013646986353854362
2020-02-05,21,11.533333333333333,2020-02-05,5932.5,0.013646986353854362
2020-02-06,6,11.527777777777779,2020-02-06,450.0,0.013646986353854362
2020-02-07,1,11.427777777777777,2020-02-07,24377.496,0.013646986353854362
2020-02-08,41,11.63888888888889,2020-02-08,22680.0,0.013646986353854362
2020-02-10,3,11.483333333333333,2020-02-10,101521.65,0.013646986353854362
2020-02-12,24,11.594444444444445,2020-02-12,2280.0,0.013646986353854362
2020-02-14,9,11.555555555555555,2020-02-14,142965.0,0.013646986353854362
2020-02-19,16,11.71111111111111,2020-02-19,160185.0,0.013646986353854362
2020-02-21,12,11.738888888888889,2020-02-21,4401.0,0.013646986353854362
2020-02-24,10,11.872222222222222,2020-02-24,5888.549999999999,0.013646986353854362
2020-02-25,4,11.86111111111111,2020-02-25,11940.0,0.013646986353854362
2020-02-26,10,11.86111111111111,2020-02-26,30.0,0.013646986353854362
2020-02-27,30,11.994444444444444,2020-02-27,12994.044,0.013646986353854362
2020-02-28,6,11.905555555555555,2020-02-28,16639.32,0.013646986353854362
2020-03-02,7,12.105555555555556,2020-03-02,3724.887,0.013646986353854362
2020-03-03,12,12.133333333333333,2020-03-03,34008.0,0.013646986353854362
2020-03-04,34,12.316666666666666,2020-03-04,728.415,0.013646986353854362
2020-03-05,12,12.311111111111112,2020-03-05,1869.615,0.013646986353854362
2020-03-09,9,12.394444444444444,2020-03-09,644.4000000000001,0.013646986353854362
2020-03-11,22,12.45,2020-03-11,57840.0,0.013646986353854362
2020-03-16,15,12.477777777777778,2020-03-16,4004.8109999999997,0.013646986353854362
2020-04-01,5,11.994444444444444,2020-04-01,223649.316,0.013646986353854362
2020-04-02,1,11.96111111111111,2020-04-02,4410.0,0.013646986353854362
2020-04-10,2,11.805555555555555,2020-04-10,222004.632,0.013646986353854362
2020-04-11,11,11.838888888888889,2020-04-11,752.415,0.013646986353854362
2020-04-15,5,11.572222222222223,2020-04-15,24446.07,0.013646986353854362
2020-04-16,3,11.544444444444444,2020-04-16,13349.442000000001,0.013646986353854362
2020-04-17,3,11.372222222222222,2020-04-17,7182.6539999999995,0.013646986353854362
2020-04-18,4,11.366666666666667,2020-04-18,22097.049,0.013646986353854362
2020-04-22,1,11.205555555555556,2020-04-22,25860.0,0.013646986353854362
2020-04-23,4,11.194444444444445,2020-04-23,6421.799999999999,0.013646986353854362
2020-04-29,7,11.005555555555556,2020-04-29,11820.0,0.013646986353854362
2020-05-04,3,10.911111111111111,2020-05-04,19440.948,0.013646986353854362
2020-05-05,2,10.816666666666666,2020-05-05,9075.0,0.013646986353854362
2020-05-06,7,10.733333333333333,2020-05-06,19752.6,0.013646986353854362
2020-05-09,14,10.755555555555556,2020-05-09,1647.7649999999999,0.013646986353854362
2020-05-11,2,10.633333333333333,2020-05-11,714.0,0.013646986353854362
2020-05-12,2,10.627777777777778,2020-05-12,900.0,0.013646986353854362
2020-05-16,12,10.433333333333334,2020-05-16,600.0,0.013646986353854362
2020-05-20,3,10.383333333333333,2020-05-20,32504.853000000003,0.013646986353854362
2020-05-22,8,10.416666666666666,2020-05-22,125711.08499999999,0.013646986353854362
2020-06-01,5,10.294444444444444,2020-06-01,3256.8,0.013646986353854362
2020-06-03,3,10.1,2020-06-03,768.0,0.013646986353854362
2020-06-04,3,10.061111111111112,2020-06-04,13515.609,0.013646986353854362
2020-06-09,4,9.983333333333333,2020-06-09,2401.245,0.013646986353854362
2020-06-10,8,9.9,2020-06-10,1803.0,0.013646986353854362
2020-06-11,8,9.916666666666666,2020-06-11,125.0,0.013646986353854362
2020-06-12,20,10.0,2020-06-12,42652.383,0.013646986353854362
2020-06-15,6,9.938888888888888,2020-06-15,8657.565,0.013646986353854362
2020-06-18,14,9.872222222222222,2020-06-18,28710.0,0.013646986353854362
2020-06-20,18,9.8,2020-06-20,3954.3,0.013646986353854362
2020-06-22,3,9.627777777777778,2020-06-22,1707.0,0.013646986353854362
2020-06-23,2,9.394444444444444,2020-06-23,20346.54,0.013646986353854362
2020-06-24,10,9.366666666666667,2020-06-24,37976.253,0.013646986353854362
2020-06-25,5,9.338888888888889,2020-06-25,750.0,0.013646986353854362
2020-06-26,21,9.427777777777777,2020-06-26,709.8,0.013646986353854362
2020-06-29,7,9.483333333333333,2020-06-29,1905.3809999999999,0.013646986353854362
2020-06-30,7,9.488888888888889,2020-06-30,20347.251,0.013646986353854362
2020-07-01,4,9.5,2020-07-01,24410.685,0.013646986353854362
2020-07-02,7,9.377777777777778,2020-07-02,27449.096999999998,0.013646986353854362
2020-07-03,4,9.35,2020-07-03,25761.51,0.013646986353854362
2020-07-04,39,9.555555555555555,2020-07-04,1879.3619999999999,0.013646986353854362
2020-07-08,7,9.277777777777779,2020-07-08,1549.83,0.013646986353854362
2020-07-09,13,9.344444444444445,2020-07-09,2580.0,0.013646986353854362
2020-07-13,2,9.238888888888889,2020-07-13,12895.905,0.013646986353854362
2020-07-16,7,9.216666666666667,2020-07-16,22993.65,0.013646986353854362
2020-07-17,8,9.244444444444444,2020-07-17,3555.0,0.013646986353854362
2020-07-21,1,9.122222222222222,2020-07-21,72859.77900000001,0.013646986353854362
2020-07-22,9,9.166666666666666,2020-07-22,8040.1050000000005,0.013646986353854362
2020-07-24,5,9.11111111111111,2020-07-24,22616.736,0.013646986353854362
2020-07-27,5,9.03888888888889,2020-07-27,2642.694,0.013646986353854362
2020-07-29,3,9.011111111111111,2020-07-29,11845.724999999999,0.013646986353854362
2020-08-03,2,8.716666666666667,2020-08-03,104601.144,0.013646986353854362
2020-08-04,2,8.71111111111111,2020-08-04,56111.157,0.013646986353854362
2020-08-05,2,8.71111111111111,2020-08-05,26378.961,0.013646986353854362
2020-08-07,15,8.661111111111111,2020-08-07,11516.343,0.013646986353854362
2020-08-08,10,8.672222222222222,2020-08-08,170340.0,0.013646986353854362
2020-08-10,2,8.444444444444445,2020-08-10,646.2,0.013646986353854362
2020-08-11,8,8.444444444444445,2020-08-11,180.3,0.013646986353854362
2020-08-12,16,8.511111111111111,2020-08-12,646.2,0.013646986353854362
2020-08-14,4,8.4,2020-08-14,11533.026,0.013646986353854362
2020-08-18,1,8.322222222222223,2020-08-18,4816.799999999999,0.013646986353854362
2020-08-19,18,8.372222222222222,2020-08-19,12753.525000000001,0.013646986353854362
2020-08-21,2,8.244444444444444,2020-08-21,76101.0,0.013646986353854362
2020-08-24,3,8.205555555555556,2020-08-24,41580.0,0.013646986353854362
2020-08-26,7,8.21111111111111,2020-08-26,11621.762999999999,0.013646986353854362
2020-08-27,8,8.205555555555556,2020-08-27,269.54999999999995,0.013646986353854362
2020-08-28,9,8.166666666666666,2020-08-28,36072.204,0.013646986353854362
2020-08-31,6,7.977777777777778,2020-08-31,801.0,0.013646986353854362
2020-09-02,3,7.927777777777778,2020-09-02,9432.06,0.013646986353854362
2020-09-03,7,7.944444444444445,2020-09-03,1686.0,0.013646986353854362
2020-09-07,10,7.683333333333334,2020-09-07,3255.0,0.013646986353854362
2020-09-09,7,7.6,2020-09-09,80202.975,0.013646986353854362
2020-09-10,9,7.583333333333333,2020-09-10,58499.958,0.013646986353854362
2020-09-11,4,7.416666666666667,2020-09-11,18633.84,0.013646986353854362
2020-09-14,4,7.238888888888889,2020-09-14,20229.690000000002,0.013646986353854362
2020-09-15,9,7.211111111111111,2020-09-15,11932.038,0.013646986353854362
2020-09-16,5,7.188888888888889,2020-09-16,8088.4259999999995,0.013646986353854362
2020-09-17,6,7.188888888888889,2020-09-17,24678.6,0.013646986353854362
2020-09-18,1,7.072222222222222,2020-09-18,19249.800000000003,0.013646986353854362
2020-09-21,5,7.055555555555555,2020-09-21,13796.25,0.013646986353854362
2020-09-22,5,7.038888888888889,2020-09-22,27440.424,0.013646986353854362
2020-09-23,3,6.972222222222222,2020-09-23,930.0,0.013646986353854362
2020-09-25,25,7.127777777777778,2020-09-25,16854.258,0.013646986353854362
2020-10-01,7,7.194444444444445,2020-10-01,3390.0,0.013646986353854362
2020-10-02,28,7.316666666666666,2020-10-02,7068.0,0.013646986353854362
2020-10-05,2,7.35,2020-10-05,6059.7,0.013646986353854362
2020-10-06,3,7.344444444444444,2020-10-06,75220.5,0.013646986353854362
2020-10-07,3,7.333333333333333,2020-10-07,4816.799999999999,0.013646986353854362
2020-10-08,18,7.427777777777778,2020-10-08,13924.8,0.013646986353854362
2020-10-09,10,7.438888888888889,2020-10-09,132465.63900000002,0.013646986353854362
2020-10-13,9,7.527777777777778,2020-10-13,2833.086,0.013646986353854362
2020-10-14,28,7.622222222222222,2020-10-14,23201.922,0.013646986353854362
2020-10-16,5,7.666666666666667,2020-10-16,5181.0,0.013646986353854362
2020-10-19,6,7.788888888888889,2020-10-19,214648.476,0.013646986353854362
2020-10-20,4,7.794444444444444,2020-10-20,76261.581,0.013646986353854362
2020-10-22,12,7.9222222222222225,2020-10-22,2400.0,0.013646986353854362
2020-10-24,17,8.033333333333333,2020-10-24,17927.844,0.013646986353854362
2020-10-26,12,8.1,2020-10-26,924.0,0.013646986353854362
2020-10-27,5,8.11111111111111,2020-10-27,68460.0,0.013646986353854362
2020-10-28,12,8.127777777777778,2020-10-28,6959.3099999999995,0.013646986353854362
2020-10-29,5,8.088888888888889,2020-10-29,50.0,0.013646986353854362
2020-10-30,25,8.2,2020-10-30,9239.7,0.013646986353854362
2020-11-02,3,8.25,2020-11-02,3208.5,0.013646986353854362
2020-11-06,10,8.4,2020-11-06,4366.2,0.013646986353854362
2020-11-11,22,8.566666666666666,2020-11-11,418839.0,0.013646986353854362
2020-11-12,7,8.594444444444445,2020-11-12,108558.6,0.013646986353854362
2020-11-13,3,8.572222222222223,2020-11-13,1333.98,0.013646986353854362
2020-11-16,12,8.766666666666667,2020-11-16,504.0,0.013646986353854362
2020-11-17,6,8.761111111111111,2020-11-17,4323.75,0.013646986353854362
2020-11-18,18,8.844444444444445,2020-11-18,2302.8,0.013646986353854362
2020-11-19,7,8.838888888888889,2020-11-19,6058.5,0.013646986353854362
2020-11-20,5,8.7,2020-11-20,537.3,0.013646986353854362
2020-11-24,18,8.86111111111111,2020-11-24,17321.052,0.013646986353854362
2020-11-30,26,9.088888888888889,2020-11-30,3393.2999999999997,0.013646986353854362
2020-12-02,18,9.2,2020-12-02,14995.800000000001,0.013646986353854362
2020-12-08,5,9.205555555555556,2020-12-08,3684.6000000000004,0.013646986353854362
2020-12-09,2,9.172222222222222,2020-12-09,11239.5,0.013646986353854362
2020-12-10,18,9.161111111111111,2020-12-10,38802.0,0.013646986353854362
2020-12-11,4,9.088888888888889,2020-12-11,2960.7,0.013646986353854362
2020-12-15,3,9.366666666666667,2020-12-15,1665.0,0.013646986353854362
2020-12-16,23,9.416666666666666,2020-12-16,85436.841,0.013646986353854362
2020-12-17,14,9.472222222222221,2020-12-17,3510.0,0.013646986353854362
2020-12-18,7,9.411111111111111,2020-12-18,1755.0,0.013646986353854362
2020-12-19,53,9.672222222222222,2020-12-19,4174.799999999999,0.013646986353854362
2020-12-23,11,9.666666666666666,2020-12-23,27368.25,0.013646986353854362
2020-12-24,13,9.71111111111111,2020-12-24,25407.252,0.013646986353854362
2020-12-25,1,9.6,2020-12-25,24228.15,0.013646986353854362
2020-12-26,6,9.566666666666666,2020-12-26,1800.75,0.013646986353854362
2020-12-28,12,9.555555555555555,2020-12-28,28257.0,0.013646986353854362
2020-12-30,4,9.522222222222222,2020-12-30,2092.5,0.013646986353854362
2021-01-04,7,9.333333333333334,2021-01-04,71223.29999999999,0.013646986353854362
2021-01-05,23,9.438888888888888,2021-01-05,93805.79999999999,0.013646986353854362
2021-01-06,28,9.588888888888889,2021-01-06,8747.55,0.013646986353854362
2021-01-08,19,9.655555555555555,2021-01-08,643.8,0.013646986353854362
2021-01-11,8,9.761111111111111,2021-01-11,32430.510000000002,0.013646986353854362
2021-01-12,11,9.811111111111112,2021-01-12,87257.469,0.013646986353854362
2021-01-13,30,9.955555555555556,2021-01-13,34642.32,0.013646986353854362
2021-01-15,18,9.972222222222221,2021-01-15,3690.0,0.013646986353854362
2021-01-17,2,10.072222222222223,2021-01-17,4495.799999999999,0.013646986353854362
2021-01-19,11,10.133333333333333,2021-01-19,51041.100000000006,0.013646986353854362
2021-01-20,45,10.377777777777778,2021-01-20,4285.799999999999,0.013646986353854362
2021-01-21,12,10.394444444444444,2021-01-21,2813.1000000000004,0.013646986353854362
2021-01-22,54,10.63888888888889,2021-01-22,1456.1999999999998,0.013646986353854362
2021-01-23,27,10.761111111111111,2021-01-23,9810.0,0.013646986353854362
2021-01-26,9,10.738888888888889,2021-01-26,32373.372,0.013646986353854362
2021-01-28,10,11.033333333333333,2021-01-28,110199.75,0.013646986353854362
2021-02-02,1,11.344444444444445,2021-02-02,146220.0,0.013646986353854362
2021-02-04,8,11.527777777777779,2021-02-04,106734.15,0.013646986353854362
2021-02-05,34,11.705555555555556,2021-02-05,18169.35,0.013646986353854362
2021-02-09,17,11.8,2021-02-09,6292.599999999999,0.013646986353854362
2021-02-10,52,12.077777777777778,2021-02-10,3690.87,0.013646986353854362
2021-02-11,8,12.077777777777778,2021-02-11,288.90000000000003,0.013646986353854362
2021-02-12,5,12.016666666666667,2021-02-12,18450.0,0.013646986353854362
2021-02-15,7,12.177777777777777,2021-02-15,2679.3,0.013646986353854362
2021-02-16,2,12.15,2021-02-16,130346.025,0.013646986353854362
2021-02-17,6,12.1,2021-02-17,6822.0,0.013646986353854362
2021-02-18,4,12.116666666666667,2021-02-18,9810.0,0.013646986353854362
2021-02-19,4,12.03888888888889,2021-02-19,21689.25,0.013646986353854362
2021-02-20,11,12.072222222222223,2021-02-20,10099.8,0.013646986353854362
2021-02-23,1,11.9,2021-02-23,14705.400000000001,0.013646986353854362
2021-02-24,4,11.905555555555555,2021-02-24,12330.0,0.013646986353854362
2021-02-25,7,11.905555555555555,2021-02-25,2955.0,0.013646986353854362
2021-02-26,4,11.883333333333333,2021-02-26,555.0,0.013646986353854362
2021-02-27,6,11.866666666666667,2021-02-27,2786.1000000000004,0.013646986353854362
2021-03-01,4,11.777777777777779,2021-03-01,412.68,0.013646986353854362
2021-03-02,2,11.755555555555556,2021-03-02,497921.388,0.013646986353854362
2021-03-03,3,11.755555555555556,2021-03-03,11580.3,0.013646986353854362
2021-03-04,7,11.777777777777779,2021-03-04,29092.682999999997,0.013646986353854362
2021-03-05,9,11.78888888888889,2021-03-05,165584.871,0.013646986353854362
2021-03-08,4,11.777777777777779,2021-03-08,59572.08,0.013646986353854362
2021-03-11,3,11.7,2021-03-11,60.0,0.013646986353854362
2021-03-12,5,11.677777777777777,2021-03-12,2340.0,0.013646986353854362
2021-03-15,1,11.594444444444445,2021-03-15,5456.4,0.013646986353854362
2021-03-16,2,11.583333333333334,2021-03-16,223344.429,0.013646986353854362
2021-03-19,6,11.522222222222222,2021-03-19,184080.0,0.013646986353854362
2021-03-22,1,11.416666666666666,2021-03-22,7479.92,0.013646986353854362
2021-03-23,1,11.394444444444444,2021-03-23,1248.0,0.013646986353854362
2021-03-26,20,11.405555555555555,2021-03-26,57090.299999999996,0.013646986353854362
2021-03-30,2,11.366666666666667,2021-03-30,18042.0,0.013646986353854362
2021-03-31,2,11.372222222222222,2021-03-31,9034.295999999998,0.013646986353854362
2021-04-01,6,11.377777777777778,2021-04-01,103833.29999999999,0.013646986353854362
2021-04-08,2,11.294444444444444,2021-04-08,162979.8,0.013646986353854362
2021-04-11,2,11.438888888888888,2021-04-11,0.0,0.013646986353854362
2021-04-12,1,11.427777777777777,2021-04-12,20657.34,0.013646986353854362
2021-04-13,8,11.455555555555556,2021-04-13,34631.100000000006,0.013646986353854362
2021-04-14,6,11.38888888888889,2021-04-14,21540.0,0.013646986353854362
2021-04-15,2,11.344444444444445,2021-04-15,10260.0,0.013646986353854362
2021-04-19,9,11.466666666666667,2021-04-19,7050.0,0.013646986353854362
2021-04-20,5,11.444444444444445,2021-04-20,7869.0,0.013646986353854362
2021-04-21,4,11.311111111111112,2021-04-21,5966.46,0.013646986353854362
2021-04-23,2,11.294444444444444,2021-04-23,12636.81,0.013646986353854362
2021-04-24,1,11.272222222222222,2021-04-24,1879.3619999999999,0.013646986353854362
2021-04-26,2,11.116666666666667,2021-04-26,4596.9,0.013646986353854362
2021-04-27,2,11.094444444444445,2021-04-27,27717.0,0.013646986353854362
2021-04-28,2,11.083333333333334,2021-04-28,92625.0,0.013646986353854362
2021-04-29,4,11.016666666666667,2021-04-29,4996.799999999999,0.013646986353854362
2021-04-30,3,10.966666666666667,2021-04-30,3150.0,0.013646986353854362
2021-05-03,3,10.86111111111111,2021-05-03,750001.8,0.013646986353854362
2021-05-05,9,10.883333333333333,2021-05-05,111423.408,0.013646986353854362
2021-05-15,17,10.677777777777777,2021-05-15,3577.8,0.013646986353854362
2021-05-21,9,10.655555555555555,2021-05-21,6999.264,0.013646986353854362
2021-05-26,1,10.661111111111111,2021-05-26,515386.48199999996,0.013646986353854362
2021-05-29,1,10.655555555555555,2021-05-29,32857.062,0.013646986353854362
2021-05-31,3,10.516666666666667,2021-05-31,686566.0700000001,0.013646986353854362
2021-06-01,2,10.5,2021-06-01,622024.1370000001,0.013646986353854362
2021-06-02,1,10.45,2021-06-02,5509.8060000000005,0.013646986353854362
2021-06-03,2,10.35,2021-06-03,3393.1499999999996,0.013646986353854362
2021-06-04,1,10.344444444444445,2021-06-04,12975.75,0.013646986353854362
2021-06-05,2,10.3,2021-06-05,14460.0,0.013646986353854362
2021-06-07,1,10.172222222222222,2021-06-07,1365.0,0.013646986353854362
2021-06-09,1,10.13888888888889,2021-06-09,216382.416,0.013646986353854362
2021-06-10,2,10.133333333333333,2021-06-10,400602.28500000003,0.013646986353854362
2021-06-11,1,9.988888888888889,2021-06-11,47920.056,0.013646986353854362
2021-06-17,3,9.916666666666666,2021-06-17,35094.0,0.013646986353854362
