ShipmentDate,Shipments,6M_Forecast,InvoiceDate,NetAmount,Correlation
2019-01-31,15,6.590909090909091,2019-01-31,1050.0,0.013646986353854362
2019-02-01,10,6.641791044776119,2019-02-01,223276.638,0.013646986353854362
2019-02-04,18,7.3428571428571425,2019-02-04,21580.44,0.013646986353854362
2019-02-06,27,7.583333333333333,2019-02-06,5238624.366,0.013646986353854362
2019-02-07,6,7.561643835616438,2019-02-07,150.0,0.013646986353854362
2019-02-08,16,7.675675675675675,2019-02-08,744124.281,0.013646986353854362
2019-02-11,2,7.753246753246753,2019-02-11,13639.05,0.013646986353854362
2019-02-13,9,7.7594936708860756,2019-02-13,50459.703,0.013646986353854362
2019-02-15,19,7.962962962962963,2019-02-15,4699.9529999999995,0.013646986353854362
2019-02-16,22,8.134146341463415,2019-02-16,23880.978,0.013646986353854362
2019-02-18,8,8.178571428571429,2019-02-18,495.0,0.013646986353854362
2019-02-19,6,8.152941176470588,2019-02-19,840.0,0.013646986353854362
2019-02-21,9,8.264367816091953,2019-02-21,6390.0,0.013646986353854362
2019-02-22,4,8.215909090909092,2019-02-22,1880.55,0.013646986353854362
2019-02-25,12,8.648351648351648,2019-02-25,68361.987,0.013646986353854362
2019-02-27,7,8.559139784946236,2019-02-27,6390.0,0.013646986353854362
2019-03-01,25,8.673684210526316,2019-03-01,5299.509,0.013646986353854362
2019-03-02,46,9.0625,2019-03-02,757.08,0.013646986353854362
2019-03-04,12,9.10204081632653,2019-03-04,915.72,0.013646986353854362
2019-03-05,8,9.090909090909092,2019-03-05,25246.92,0.013646986353854362
2019-03-06,16,9.16,2019-03-06,371.1,0.013646986353854362
2019-03-08,27,9.313725490196079,2019-03-08,13161.69,0.013646986353854362
2019-03-09,12,9.339805825242719,2019-03-09,66944.184,0.013646986353854362
2019-03-11,3,9.41904761904762,2019-03-11,16990.876,0.013646986353854362
2019-03-12,2,9.349056603773585,2019-03-12,300.0,0.013646986353854362
2019-03-13,21,9.457943925233645,2019-03-13,48754.743,0.013646986353854362
2019-03-14,11,9.472222222222221,2019-03-14,1950.0,0.013646986353854362
2019-03-15,3,9.412844036697248,2019-03-15,107101.79999999999,0.013646986353854362
2019-03-19,5,9.513274336283185,2019-03-19,2383.245,0.013646986353854362
2019-03-21,13,9.478260869565217,2019-03-21,495.0,0.013646986353854362
2019-03-22,13,9.508620689655173,2019-03-22,8993.4,0.013646986353854362
2019-03-25,7,9.512605042016807,2019-03-25,1452.0,0.013646986353854362
2019-03-28,11,9.62295081967213,2019-03-28,9630.918,0.013646986353854362
2019-03-29,12,9.642276422764228,2019-03-29,11377.494,0.013646986353854362
2019-03-30,33,9.830645161290322,2019-03-30,18701.742,0.013646986353854362
2019-03-31,19,9.904,2019-03-31,875458.88,0.013646986353854362
2019-04-02,6,9.803149606299213,2019-04-02,17544.642,0.013646986353854362
2019-04-03,24,9.9140625,2019-04-03,40782.024,0.013646986353854362
2019-04-04,8,9.89922480620155,2019-04-04,2730.3,0.013646986353854362
2019-04-08,2,10.022556390977444,2019-04-08,458296.977,0.013646986353854362
2019-04-10,19,10.066666666666666,2019-04-10,155523.318,0.013646986353854362
2019-04-11,14,10.095588235294118,2019-04-11,100501.989,0.013646986353854362
