CustomerKey,TotalInvoices,TotalRevenue,AvgInvoiceValue
2028,51,46448.597,910.7568039215687
2030,97,488652.578,5037.655443298969
2032,2,442.0,221.0
2033,9,12379.673,1375.5192222222222
2034,4,5264.98,1316.245
2036,2,234.529,117.2645
2039,32,17579.92,549.3725
2046,1,647.425,647.425
2047,1,620.99,620.99
2053,75,138289.953,1843.86604
2057,5,1282.46,256.492
2058,18,4422.162,245.67566666666667
2068,41,11359.308,277.0562926829268
2069,10,6874.005,687.4005
2077,1,351.9,351.9
2081,100,150050.94700000001,1500.5094700000002
2090,9,1947.585,216.39833333333334
2091,100,48827.433,488.27432999999996
2096,18,4563.555,253.53083333333336
2097,3,2800.023,933.341
2099,15,22381.605,1492.107
2107,4,1099.9560000000001,274.98900000000003
2108,3,377.12600000000003,125.70866666666667
2119,3,877.1999999999999,292.4
2122,2,326.66499999999996,163.33249999999998
2128,226,174833.764,773.6007256637168
2136,9,8539.092,948.788
2142,16,4159.9710000000005,259.99818750000003
2148,13,3024.96,232.68923076923076
2156,52,896046.0,17231.653846153848
2157,2,393.9,196.95
2158,1,504.37,504.37
2162,3,3118.542,1039.514
2166,2,1022.875,511.4375
2168,20,5884.549,294.22745
2178,1,3201.761,3201.761
2180,9,5463.741,607.0823333333333
2184,5,9431.169,1886.2338
2191,2,432.0,216.0
2194,3,1511.91,503.97
2197,48,98620.016,2054.583666666667
2200,80,240342.808,3004.2851
2201,3,1403.1499999999999,467.71666666666664
2202,1,214.8,214.8
2207,2,442.0,221.0
2209,1,357.255,357.255
2210,717,108842.21800000001,151.80225662482567
2211,15,1797.04,119.80266666666667
2216,30,11524.991,384.16636666666665
2220,1,221.0,221.0
2221,7,2159.0,308.42857142857144
2222,1,280.9,280.9
2223,6,1659.1999999999998,276.5333333333333
2226,91,59581.017,654.7364505494505
2228,9,9960.894,1106.766
2233,29,192128.421,6625.117965517242
2234,3,1012.423,337.47433333333333
2235,1,617.368,617.368
2236,1,503.97,503.97
2237,1,393.016,393.016
2242,7,1606.5,229.5
2244,3,286.79999999999995,95.59999999999998
2248,4,869.62,217.405
2252,6,3639.05,606.5083333333333
2255,3,371.994,123.998
2256,11,1616.3049999999998,146.93681818181815
2257,4,1063.3,265.825
2262,4,986.305,246.57625
2264,3,2.0,0.6666666666666666
2266,2,66.695,33.3475
2271,11,668.645,60.78590909090909
2273,103,768686.387,7462.974631067961
2279,1,798.145,798.145
2286,2,1007.55,503.775
2295,156,197813.77,1268.0369871794871
2296,296,233323.407,788.2547533783784
2298,1,620.99,620.99
2304,36,30.2,0.8388888888888889
2306,1,215.2,215.2
2307,1,359.411,359.411
2308,18,5748.9,319.3833333333333
2309,2,489.6,244.8
2310,5,2.2,0.44000000000000006
2319,6,1179.915,196.6525
2320,49,22421.559,457.5828367346939
2323,1,655.5,655.5
2325,1,214.8,214.8
2328,2,1145.505,572.7525
2332,61,58300.182,955.7406885245902
2341,1,328.5,328.5
2345,2,489.6,244.8
2346,2,442.0,221.0
2347,3,2786.3999999999996,928.7999999999998
2351,7,4.0,0.5714285714285714
2366,24,5997.509,249.89620833333333
2367,6,5191.157999999999,865.1929999999999
2382,6,48754.743,8125.7905
2384,6,3036.52,506.08666666666664
2390,7,3526.739,503.81985714285713
2395,1,214.8,214.8
2399,1,0.0,0.0
2400,24,101516.089,4229.837041666667
2405,4,966.3,241.575
2408,1,221.0,221.0
2413,42,14872.212,354.1002857142857
2414,2,334.51,167.255
2423,12,3186.337,265.5280833333333
2425,7,13345.643,1906.5204285714285
2427,3,782.0,260.6666666666667
2429,4,699.255,174.81375
2430,2,656.2,328.1
2432,1,1117.643,1117.643
2433,3,574.584,191.528
2436,1,846.876,846.876
2437,5,3838.3810000000003,767.6762000000001
2438,2,465.70000000000005,232.85000000000002
2440,8,23980.814000000002,2997.6017500000003
2441,6,25195.872,4199.312
2450,10,4964.853999999999,496.4853999999999
2452,1,135.47,135.47
2456,9,32092.695,3565.855
2462,57,2542471.593,44604.76478947368
2465,3,1958.4180000000001,652.806
2466,6,40296.364,6716.060666666667
2469,3,2007.75,669.25
2474,3,751.5,250.5
2475,3,3633.84,1211.28
2477,1,221.0,221.0
2479,7,3197.565,456.795
2482,36,37746.045,1048.50125
2489,2,7639.42,3819.71
2491,5,805.0699999999999,161.01399999999998
2492,15,4455.951,297.0634
2494,16,7874.858,492.178625
2496,13,6160.652,473.8963076923077
2497,3,4246.200000000001,1415.4000000000003
2500,10,1220.2,122.02000000000001
2503,4,19178.42,4794.605
2505,3,1008.94,336.31333333333333
2509,1,3688.0,3688.0
2512,14,4326.2,309.0142857142857
2514,1,215.2,215.2
2519,142,70876.543,499.1305845070423
2520,7,7881.915,1125.9878571428571
2524,4,1100.0,275.0
2533,1,280.9,280.9
2537,3,501.0,167.0
2540,15,2724.26,181.61733333333333
2541,6,1648.1,274.68333333333334
2546,8,41176.544,5147.068
2553,6,1647.7,274.6166666666667
2557,2,524.653,262.3265
2562,3,257.055,85.685
2568,2,345.315,172.6575
2579,7,82113.322,11730.474571428571
2584,16,11012.366,688.272875
2587,12,2359.645,196.63708333333332
2590,143,480441.548,3359.731104895105
2593,2,561.0,280.5
2595,1,1.0,1.0
2596,7,5452.476000000001,778.925142857143
2597,200,2135802.035,10679.010175000001
2599,4,943.9,235.975
2603,1,161.5,161.5
2604,1,1.0,1.0
2608,9,2024.7,224.96666666666667
2610,9,719.4,79.93333333333334
2611,15,24035.826,1602.3884
2615,9,7054.039,783.7821111111111
2628,8,8.0,1.0
2630,1,647.42,647.42
2634,19,57719.785,3037.8834210526315
2635,17,1212.788,71.34047058823529
2643,6,1515.673,252.61216666666667
2647,2,8894.717,4447.3585
2648,18,2444.967,135.8315
2654,14,41644.299,2974.5927857142856
2655,4,1125.579,281.39475
2656,43,17720.186999999998,412.09737209302324
2662,7,13371.982,1910.2831428571428
2663,18,6677.0,370.94444444444446
2665,3,153.52499999999998,51.17499999999999
2667,20,1484.8,74.24
2668,56,98345.658,1756.172464285714
2669,3,227.1,75.7
2670,1,468.87,468.87
2672,2,617.06,308.53
2674,2,6386.319,3193.1595
2676,2,0.0,0.0
2683,6,26155.527,4359.2545
2691,3,1095.0,365.0
2692,21,4534.9,215.94761904761904
2693,3,5685.72,1895.24
2697,7,1401.4,200.20000000000002
2699,6,1064.69,177.44833333333335
2705,3,600.0,200.0
2707,10,55818.55499999999,5581.8555
2709,15,268748.217,17916.5478
2710,30,2062.08,68.736
2711,3,0.0,0.0
2712,6,3533.14,588.8566666666667
2717,1,2110.943,2110.943
2729,12,1917.066,159.7555
2730,27,11639.592,431.096
2731,6,1754.3999999999999,292.4
2743,6,133.25,22.208333333333332
2745,1,0.6,0.6
2746,7,3693.134,527.5905714285715
2748,4,1609.781,402.44525
2749,16,13256.181999999999,828.5113749999999
2751,83,90840.90299999999,1094.4687108433734
2752,11,2630.175,239.1068181818182
2758,2,1.6,0.8
2759,462,1781.8999999999999,3.8569264069264064
2760,1382,541425.664,391.7696555716353
2761,6,4621.86,770.31
2771,3,841.9,280.6333333333333
2772,8,1647.8000000000002,205.97500000000002
2773,88,304808.062,3463.727977272727
2780,4,894.9000000000001,223.72500000000002
2786,6,8816.247,1469.3745
2787,18,94235.469,5235.303833333333
2790,1,1.0,1.0
2791,3,27856.923,9285.641
2797,3,1920.0,640.0
2802,1,214.8,214.8
2804,5,611.595,122.319
2805,687,117762.191,171.41512518195051
2807,1,885.408,885.408
2809,1,221.0,221.0
2812,12,9520.632,793.386
2813,466,3526071.134,7566.676253218884
2814,6,1842.318,307.053
2815,1,503.97,503.97
2819,7,6392.237999999999,913.1768571428571
2820,40,100255.73,2506.39325
2824,476,37023.458999999995,77.78037605042016
2831,1,200.0,200.0
2832,15,4367.186,291.14573333333334
2834,31,12301.766,396.83116129032254
2842,108,1034920.532,9582.597518518518
2843,6,56637.271,9439.545166666667
2845,26,89338.288,3436.088
2849,1,0.6,0.6
2854,1,214.0,214.0
2855,2,0.0,0.0
2860,8,10569.083,1321.135375
